TotalT,Temp,LSR,CA,Size,Mass,Moisture,IsoT,HeatT,Ramp,F_A,F_Gal,F_Glu,F_X,F_M,F_R,A,Gal,Glu,X,M,R,Furf,HMF,Source,ID,Yield,P,logP,Ro,logRo
60.0,398.15,8.0,0.4052315391706937,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,15.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,36.13963039014374,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,403.15,8.0,0.4052315391706937,0.5,3.0,0.0,58.98256944444446,1.0174305555555554,103.20114667940756,,,,33.20454545454545,,,,,,15.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,36.13963039014374,19.944891773842258,2.9929730591126282,450.8525167646948,6.111140272196487
60.0,398.15,8.0,0.4052315391706937,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,15.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,36.13963039014374,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,8.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,18.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,43.36755646817249,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,8.0,1.215694617512081,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,18.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,43.36755646817249,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,8.0,1.6209261566827746,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,16.2,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,39.03080082135524,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,8.0,2.0261576958534677,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,16.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,38.54893908281999,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,8.0,2.431389235024162,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,16.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,38.54893908281999,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,8.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,18.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,43.36755646817249,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,10.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,14.5,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,43.668720054757024,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,12.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,12.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,43.36755646817249,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,14.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,10.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,42.162902121834364,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,16.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,8.2,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,39.51266255989049,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,18.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,7.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,37.946611909650926,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
60.0,398.15,20.0,0.8104630783413873,0.5,3.0,0.0,59.03101851851852,0.9689814814814814,103.20114667940756,,,,33.20454545454545,,,,,,5.0,,,,,DesignOfProcessParametersForProudctionOfXylose.xlsx,A,30.11635865845312,12.468977825811558,2.523243785667496,321.4938124434563,5.772978297593422
0.0,433.15,8.0,0.0,8.0,16.67,0.0,0.0,0.0,8.0,,,,18.863636363636367,,,,,,0.0,,,,,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,B,0.0,0.0,0.0,0.0,0.0
46.875,433.15,8.0,0.0,8.0,16.67,0.0,30.0,16.875,8.0,,,,18.863636363636367,,,,,,0.75,,,,,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,B,3.1807228915662646,135.92430032716598,4.912098115526854,1752.842424496533,7.468993991831646
56.875,433.15,8.0,0.0,8.0,16.67,0.0,40.0,16.875,8.0,,,,18.863636363636367,,,,,,0.8875,,,,,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,B,3.763855421686747,181.2324004362213,5.199780187978635,2337.123232662044,7.756676064283427
64.875,433.15,8.0,0.0,8.0,16.67,0.0,48.0,16.875,8.0,,,,18.863636363636367,,,,,,1.25,,,,,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,B,5.301204819277108,217.4788805234656,5.38210174477259,2804.547879194453,7.938997621077382
70.875,433.15,8.0,0.0,8.0,16.67,0.0,54.0,16.875,8.0,,,,18.863636363636367,,,,,,1.65,,,,,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,B,6.997590361445782,244.66374058889875,5.499884780428974,3155.1163640937593,8.056780656733766
76.875,433.15,8.0,0.0,8.0,16.67,0.0,60.0,16.875,8.0,,,,18.863636363636367,,,,,,1.8625,,,,,EffectofEucalytpusGlobulusWoodAutohydrolysis.xlsx,B,7.898795180722891,271.84860065433196,5.6052452960867996,3505.684848993066,8.162141172391593
