,pred,test
1387,15.217606,16.240774210405117
1388,12.40077,4.069324827219564
1389,77.80708,77.6982785134427
1390,68.60162,69.56700140921954
1391,79.44629,84.84662576687117
1392,61.133316,10.18279569892473
1393,83.555336,82.85357804919653
1394,50.500576,64.28009077015692
1395,37.089043,15.20521132949111
1396,7.1550317,0.39675516402414185
1397,74.56703,77.39275716026215
1398,17.220037,52.2
1399,36.5571,41.44010951403144
1400,61.965607,68.27586206896552
1401,33.363174,30.541988369271177
1402,25.59568,12.4
1403,8.356194,0.0
1404,7.1409802,2.709677419354838
1405,57.52269,60.75177292215327
1406,80.91075,80.36649509811312
1407,26.470154,21.11570507923097
1408,7.623491,10.895238095238094
1409,37.119675,32.52566735112932
1410,84.74818,84.38825592424274
1411,10.667292,9.4496644295302
1412,75.58385,76.57948125483993
1413,73.15121,14.3
1414,69.29721,62.46632124352329
1415,73.15121,68.69000000000001
1416,56.247917,53.962357424701565
1417,63.14217,66.75862068965519
1418,28.431591,20.402516805495544
1419,69.80919,68.18724971320717
1420,80.889305,86.7055691021244
1421,69.122696,74.3448275862069
1422,62.123837,56.71011734972892
1423,45.217133,45.33463605276015
1424,60.562668,65.24137931034484
1425,51.98336,43.67968092293288
1426,69.753265,69.8386234107966
1427,7.528231,4.523026315789475
1428,57.380005,54.620689655172434
1429,81.199524,83.06211740380806
1430,81.74888,82.90151450185104
1431,81.88593,84.12841613255844
1432,46.9058,61.1979695431472
1433,16.299795,30.23842254412
1434,82.28201,82.7005510482562
1435,47.327553,6.976499699371308
1436,12.966344,9.960946572305398
1437,83.192955,82.78241272071715
1438,7.189114,0.0
1439,16.236881,27.0864387439382
1440,25.51877,40.7360647272464
1441,58.23771,66.97345132743365
1442,64.84384,34.84563758389261
1443,63.83862,69.2873563218391
1444,57.436783,63.72413793103449
1445,24.42603,25.870052012688173
1446,70.772354,79.73236861042895
1447,80.0918,39.30192298694613
1448,84.289246,81.9259517347141
1449,36.30222,41.92197125256668
1450,7.1372886,0.7899316222189006
1451,81.146164,98.09815950920246
1452,85.758835,97.66871165644173
1453,73.51608,75.37132521258788
1454,85.83362,88.06470590825434
1455,80.40331,80.07439906621505
1456,7.196198,0.0
1457,7.1946073,7.464843206845684
1458,84.24578,82.58487159642941
1459,13.528537,12.967535662136305
1460,35.408638,64.35974668663215
1461,9.44062,4.318649613058068
1462,79.69668,79.56970278761166
1463,67.50891,68.97709923664122
1464,7.3075814,14.726746987951806
1465,77.277596,79.61335481807438
1466,81.66542,82.96360249834703
1467,8.330977,4.59338654829921
1468,7.1487546,4.7239263803680975
1469,56.798985,50.920524547321264
1470,17.005144,13.526651022460609
1471,31.822159,39.24475074277596
1472,7.213272,0.0
1473,83.72037,73.67326867968713
1474,11.842173,5.991199482935513
1475,40.750874,38.613639314846814
1476,81.091896,82.86697694565207
1477,81.784706,83.49272318430927
1478,28.979757,44.20545307857361
1479,76.71366,76.46704533675235
1480,80.398575,81.62406116085624
1481,8.900138,2.653344466495045
1482,68.01135,28.0
1483,7.887858,1.181208053691275
1484,15.583001,30.202147352832288
1485,71.75584,71.25465684303745
1486,14.908173,17.04582383330689
1487,13.570603,15.511077964999142
1488,49.454327,48.3
1489,79.05313,80.85028942179609
1490,8.061236,2.6104020606513845
1491,83.365875,83.28224411288487
1492,84.57844,83.88567366723916
1493,34.075638,42.1
1494,37.738697,41.01929507797586
1495,20.900223,28.059001005698963
1496,80.44669,76.73347035434149
1497,82.92412,81.97034831966832
1498,69.10135,67.06836672743425
1499,33.549328,33.73032169746745
1500,7.248443,0.8096882583535562
1501,75.98735,70.59140036494642
1502,73.10549,76.77011263360272
1503,48.053062,47.159855147439224
1504,84.976616,84.36461920627397
1505,84.37085,84.45977011494256
1506,8.70316,31.30201342281879
1507,7.13505,2.4282054060280958
1508,24.084232,19.127359505152032
1509,7.7128434,8.087619047619048
1510,58.04786,16.937715821589038
1511,86.45645,85.48328621430346
1512,7.193969,0.0
1513,9.088471,8.50104866895647
1514,66.09305,64.73563218390804
1515,9.235052,1.8307086614173234
1516,83.55945,84.48123870361614
1517,79.041046,78.5022709495344
1518,10.759292,5.322580645161289
1519,81.35155,84.09801361296483
1520,7.230887,0.5906040268456375
1521,80.93394,82.77934267866489
1522,37.255398,27.70704996577683
1523,33.204704,46.390869433425124
1524,22.65913,34.875759581171835
1525,7.133417,10.57841856119959
1526,67.5028,70.80459770114943
1527,81.22609,49.3589743589744
1528,80.321014,101.74337162213793
1529,35.77649,29.207664422578898
1530,7.16886,20.507870603727337
1531,87.27007,96.76416142169546
1532,64.93262,60.75126903553299
1533,57.8434,54.44183707676836
1534,33.979763,34.93497604380563
1535,42.998722,40.476190476190474
1536,9.357057,1.2972866626120092
1537,15.421936,8.05968253968254
1538,68.472786,72.32183908045978
1539,55.385178,45.3852864019561
1540,36.314014,38.30800821355231
1541,73.133064,72.66369407016495
1542,67.50891,70.68702290076334
1543,81.08141,82.58456165404786
1544,32.03539,53.84713692499794
1545,11.472901,6.115326593564969
1546,46.194366,82.95
1547,82.69318,81.62835135087991
1548,7.1311193,2.635019611787188
1549,63.516525,68.78160919540231
1550,80.38266,81.13781077066571
1551,38.278553,38.54893908281999
1552,18.617374,29.60233049888836
1553,61.553535,61.3
1554,67.86046,70.68757976469358
1555,81.843704,83.16616071692121
1556,68.3723,69.14910659436549
1557,41.611343,39.473684210526315
1558,29.683378,19.48993288590604
1559,62.631668,58.93692750882651
1560,24.9997,21.94342681589555
1561,7.1308575,1.0178313253012048
1562,7.5989866,5.405714285714287
1563,58.296173,59.21331579882153
1564,80.477974,81.3370012618352
1565,9.382044,2.0547421235917467
1566,21.4212,14.895243814054568
1567,7.132426,0.0
1568,75.714325,75.65264343881805
1569,7.1423297,0.8312289156626506
1570,61.57437,51.9731543624161
1571,8.131589,10.799390568827402
1572,32.585728,37.4901204819277
1573,81.57587,83.0995995374101
1574,32.739147,39.52504869819161
1575,29.754036,24.574948665297715
1576,29.507484,32.19502520067201
