,pred,train
0,70.34011,83.7179487179487
1,60.415222,66.2528735632184
2,38.601555,43.11023622047245
3,78.30494,78.88420168610055
4,75.579346,79.89997671548703
5,6.427935,4.276315789473684
6,3.0040216,0.7899316222189006
7,2.8544998,3.7876975182589536
8,16.84711,13.828571428571427
9,67.97395,68.70229007633588
10,55.873096,59.51370926021728
11,79.94858,78.45072970404505
12,63.878693,68.69000000000001
13,79.91442,78.27335280125308
14,80.24995,82.09910044295079
15,81.90196,79.83736141178044
16,38.574574,37.578892912571135
17,31.008015,36.13963039014374
18,38.65692,27.70704996577683
19,12.423854,10.052268060481614
20,78.17505,93.75146212511116
21,81.26812,82.97631320005883
22,62.497913,88.80487804878048
23,14.931668,12.51412885515905
24,72.40593,79.10864050752504
25,27.423977,35.15939578112217
26,2.945079,1.0108108108108107
27,81.4401,83.31952118573551
28,64.93967,67.27272727272727
29,60.536934,65.24137931034484
30,81.01643,83.69242879652326
31,66.71761,62.71264367816094
32,33.551674,23.837423858133718
33,8.9273615,26.481511383820447
34,25.328836,25.445784575239387
35,18.369322,12.32
36,80.863525,83.0615473422373
37,2.9060285,6.446265060240963
38,80.43494,82.57932119688067
39,24.666977,22.45398773006135
40,67.97395,69.67938931297711
41,4.5557313,4.916825396825397
42,66.27761,67.57329684753438
43,80.23011,78.36545274924809
44,52.0672,42.540000000000006
45,38.4793,58.72680617378578
46,2.9054854,3.5436241610738253
47,77.59048,85.41074655675013
48,64.25613,62.06666666666667
49,75.745125,77.52724028843156
50,38.857716,37.70216867469879
51,4.938179,11.128282538594377
52,39.36671,31.561943874058823
53,93.63691,96.47093669011484
54,65.80312,68.94546641749042
55,60.22802,53.05062018102581
56,80.29466,81.19818598453587
57,74.104164,82.95
58,82.025185,82.92194458957528
59,44.881424,40.45977011494253
60,67.49982,61.195402298850595
61,47.72509,47.38850574712644
62,25.21471,25.6833006234126
63,4.2532945,0.5747126436781609
64,45.021408,48.53928761297182
65,38.046318,60.54054054054054
66,29.808651,21.683778234086247
67,51.788536,62.57630625969996
68,60.64042,66.75862068965519
69,73.28676,75.29871928881663
70,54.347458,57.05128205128211
71,58.124893,58.4150214141243
72,81.13429,83.23970844501804
73,63.197166,65.24137931034484
74,22.625732,26.01407978545089
75,82.12006,84.45977011494256
76,3.4226964,2.039030462491947
77,6.427935,4.0296052631578965
78,23.53688,31.281110573290345
79,79.26134,79.77609372869121
80,37.71141,48.69115364718056
81,3.0706468,5.301204819277109
82,3.1493318,0.5593718701395762
83,18.074059,21.082946152719934
84,14.193918,8.091742253173088
85,88.02239,91.24205646314518
86,5.1960077,2.36241610738255
87,82.83506,82.95202810050498
88,35.565323,24.13333333333333
89,66.52694,69.53965874229227
90,59.33446,67.89247311827954
91,60.738693,65.22137404580154
92,39.61583,42.1
93,83.30494,84.1524533178694
94,8.423923,1.1908412436407767
95,80.830154,80.15814857603903
96,14.877664,4.7239263803680975
97,64.60657,58.160919540229905
98,58.026787,53.60919540229886
99,62.922264,66.83998203253739
100,90.56898,97.09045411710758
101,6.600255,5.405714285714287
102,2.9872155,0.0
103,38.65692,37.10335386721419
104,3.9836993,0.2442598925256473
105,75.78467,76.51846227361175
106,2.8313284,1.1013627030054134
107,82.66527,83.20958183333848
108,3.2359095,0.0
109,34.911976,35.51282051282049
110,17.69543,50.791946308724825
111,3.490812,2.4084739848273697
112,4.4845386,10.160000000000002
113,9.432998,8.143492063492062
114,37.986977,40.74255007327797
