,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,Acetyl,acetic,formic,malic,none,oxalic,phosphoric,sulfuric,acacia,aspen,basswood,beech,birch,carob,eucalyptus,maple,meranti,mixed,oak,olive,paperbark,paulownia,pine,poplar,salix,vine,willow,Yield
20,-0.5872068585701484,1.0951662618300457,-0.9385691681016293,-0.24224948729465884,-0.680392636492525,-0.566381296610845,-0.29395303274314194,-0.06688779948368857,1.2682977979016963,-0.020293504710772882,0.8554988770944372,0.00857172566598384,1.3584279703571536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.087619047619048
21,0.9546804042122824,0.21452768676072298,-0.3516450260031856,-0.24224948729465884,0.22392416129723935,0.5390951161988357,2.0997073912547983,-0.3566023087473018,-1.1630158930828511,-0.01845987837643109,0.8629455874235917,-0.03163799979395708,1.4832838738871523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.52504869819161
22,0.04030539953898035,-0.009217618957212393,-0.889172339003826,-0.24224948729465884,-0.45431343704508387,0.13535590456399577,-0.4199351603219809,-0.06478752372356852,-0.9085541300846625,-0.07947812733833282,0.497723740981119,-0.12798892332896308,0.5933173248228156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2661498708010337
23,0.0029888624727846718,-0.4825249964374658,-0.30988225231140654,0.018693999027050035,0.9021617596395626,0.03045369456306345,-0.13647537326959325,-0.23490986029328945,-0.029976503109468887,-0.1103005756659992,0.009101223288019092,-0.17348507555429712,-0.9239311384216645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.22964934398372
24,-0.6770307560880552,1.5684736393102992,-0.6242257102065175,-0.24224948729465884,-0.45431343704508387,-0.7107661289621615,-0.08398282011174367,-0.3189208906980899,0.08804843334609042,-0.05284160664623728,0.695721073266158,-0.04869042458223177,0.5933173248228156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.26001286897863
25,-0.8202828401535391,0.3063206326962899,-0.5793195019357877,-0.24224948729465884,0.22392416129723935,-0.7586380640560069,-0.5459172879008198,0.30591114793761337,-1.1110849210424045,-0.12475564221190945,-2.8927075316449082,-0.18767075761656193,1.634553511729435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.3182730336662361,-1.902447128878226,-0.040445002687025396,-0.047808800248112994,-0.7906062462231525,-0.22993195358181176,-0.5039232453745403,-0.1298960722872889,-0.6956371447188311,-0.12429735187358212,-1.467893393084128,-0.18757389387900655,0.43238823433740436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.55828220858896
27,0.07849309912129233,-0.4825249964374658,-0.30988225231140654,-0.17701361571423163,0.9021617596395626,0.11141896811117392,-0.13647537326959325,-0.23490986029328945,-0.029976503109468887,-0.10881740415360891,0.05090206989363686,-0.17202954441220564,-0.9239311384216645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.34122502643257
28,-0.5872068585701484,0.3063206326962899,-0.040445002687025396,-0.11178971658140735,-0.8499520360781058,-0.4702529128882641,-0.7138934580059385,-7.461678422231482e-17,0.20614418476352464,-0.09598445221708722,0.30367423503005786,-0.14377596882977198,-0.046430683699699035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1082797095534325
29,-0.4366039166239576,1.0951662618300457,-0.9385691681016293,-0.24224948729465884,-0.680392636492525,-0.4048856119569091,-0.29395303274314194,-0.06688779948368857,1.2682977979016963,0.06745469079018185,1.11645015878066,0.17341541162332236,1.3584279703571536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.143492063492062
30,-0.30989265951908834,0.7796280101765434,1.3067412454348803,-0.1770196019380331,-0.7934322362162455,-0.605458982345095,1.1758384556766461,-0.33292272909889,-0.5153540542829621,-0.08250436935762344,0.4681196035069527,-0.11275254049247616,0.9399857256150105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.912735950515215
31,-0.31875573540324365,0.3063206326962899,-0.040445002687025396,-0.1770196019380331,-0.7934322362162455,-0.2064174720250579,-0.6089083516902394,0.7312169893619156,0.5011121059532614,-0.0696625019859268,0.5816944833658229,-0.10361786462688317,1.634553511729435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.146979574098175
32,-0.6784875448946309,0.3063206326962899,-0.040445002687025396,-0.17118781978502318,-0.7934322362162455,-0.5921678040894058,-0.6089083516902394,0.7312169893619156,0.5011121059532614,-0.10814747962589395,0.06852226808456542,-0.16233250122254372,1.634553511729435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.430945477689
33,0.2195946161415886,-0.009217618957212393,-0.8487567515601688,-0.24224948729465884,1.4334478783410491,-0.1818677617205213,1.805749093570841,-0.3591761761003901,0.387123622324481,-0.0955443422934729,0.31017103014539726,-0.14916634839875623,0.5933173248228156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7874938935026865
34,-0.5231749954977885,0.9373971360032946,0.6331481213739275,-0.24224948729465884,-0.7730851082659759,-0.6144454884721355,0.21597462650453972,-0.25591261789448955,-0.7646819685952073,-0.06893411641944537,0.587315373919121,-0.08537552991815443,-0.4179660030543514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8171533276912
35,-0.4215001583768288,1.8840118909638015,-0.30988225231140654,-0.24224948729465884,0.9021617596395626,-0.7586380640560069,1.3221813311470143,-0.3336228210189299,0.23548518396637688,-0.12475564221190945,-2.8927075316449082,-0.18767075761656193,-0.9239311384216645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.09665091018809
36,0.5768111015955317,0.14855150686953875,-0.30988225231140654,-0.24224948729465884,0.22392416129723935,0.5856988539566906,0.12598739251965463,-0.2664139966950896,-0.29553261013448123,-0.029195984190306605,0.8173793763247396,-0.05150373507016096,1.4832838738871523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.002239475013262
37,-0.228628425364932,0.9373971360032946,-0.30988225231140654,-0.24224948729465884,0.9021617596395626,-0.13380356985923084,-0.5039232453745403,0.24815356453431306,-0.540434353279769,0.11713763622210153,1.2148393852674726,0.25560856240987057,-0.046430683699699035,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.46133154001346
38,-0.49696099204624683,1.5684736393102992,-0.040445002687025396,-0.24224948729465884,-0.7934322362162455,-0.41000856921993944,-0.5543160964060758,0.5643003368471146,0.5011121059532614,0.3989615177845452,1.545414228130903,0.824459694242617,1.634553511729435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.239747634069392
39,0.19356715212073072,-0.7980632480909682,-0.30988225231140654,-0.11177774413380437,0.9021617596395626,0.24683209408103846,-0.1889679264274428,-0.23490986029328945,-0.029976503109468887,-0.11540535747372646,-0.1773316412356396,-0.18053592188310688,-0.9239311384216645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.62163013672296
40,-0.7216737710221046,-0.16698674478396355,-0.30988225231140654,-0.24224948729465884,0.9021617596395626,-0.7586380640560069,-0.08398282011174367,-0.23490986029328945,-0.029976503109468887,-0.12475564221190945,-2.8927075316449082,-0.18767075761656193,-0.9239311384216645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33079518072289155
41,0.3540615285935448,-0.3247558706107147,-0.7140381267479783,-0.1462842584062714,-0.2282342375976428,0.2507099650310929,0.5459278177824511,-0.3224213502982899,-0.5315824830456017,-0.09880476782355042,0.25952260474904343,-0.15927267499762537,-0.9239311384216645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.355704697986575
42,-0.44828924621349125,-0.4825249964374658,-0.30988225231140654,0.018693999027050035,0.9021617596395626,-0.45346425677192864,-0.13647537326959325,-0.23490986029328945,-0.029976503109468887,-0.11916528133920178,-0.397455043404208,-0.18218457865628637,-0.9239311384216645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.77011263360272
43,1.1698274641354123,-0.7980632480909682,0.22899224693735576,-0.19919776295928587,-0.7030005564372691,1.3177350243517412,-0.29395303274314194,-0.19290434509088922,0.09394968016886861,-0.10544658620244544,0.13300625692444132,-0.17293677393015922,-0.046430683699699035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.92
44,-0.5024596513068876,0.5271974088537416,-0.5793195019357877,-0.24224948729465884,0.22392416129723935,-0.5926609986357232,0.21784936054589138,-0.2685142724552096,-1.02799536577769,-0.09813988247154183,0.27034906004779535,-0.143679766284724,1.634553511729435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.548044155768508
45,-0.17142589035994424,-1.1136014997444705,-0.30988225231140654,-0.17701361571423163,0.9021617596395626,-0.13254395513059958,-0.24146047958529238,-0.23490986029328945,-0.029976503109468887,-0.1217999559606356,-0.6701953353678016,-0.18599910957153787,-0.9239311384216645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5630919863194
46,0.04030539953898035,-0.009217618957212393,-0.040445002687025396,-0.24224948729465884,-0.45431343704508387,0.15458158130851196,-0.5039232453745403,0.12213701892711241,-1.7119262675503724,-0.07850441734105158,0.5068294771101834,-0.1267054430217029,-0.9239311384216645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51412885515905
47,-0.5872068585701484,0.3063206326962899,-0.040445002687025396,-0.24224948729465884,-0.8499520360781058,-0.4702529128882641,-0.7138934580059385,-7.461678422231482e-17,0.20614418476352464,-0.09598445221708722,0.30367423503005786,-0.14377596882977198,-0.046430683699699035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.437637560786428
48,-0.7216737710221046,-0.3247558706107147,-0.040445002687025396,0.01867005413184413,-0.8499520360781058,-0.6144454884721355,-0.7138934580059385,-7.461678422231482e-17,0.20614418476352464,-0.12104837444214386,-0.573236362098491,-0.1836138886709996,-0.046430683699699035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.511583083662975
49,2.1155780817141707,-1.586908877224724,0.767866746186118,-0.2200713262734061,-0.7030005564372691,2.355921568555615,-0.39893813905884107,-0.19290434509088922,0.09394968016886861,-0.11943749984608902,-0.4188183851399384,-0.18593105062294032,-0.046430683699699035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.04
50,0.9276116826723826,0.053890031373488065,-0.5793195019357877,-0.24224948729465884,0.22392416129723935,0.9633739896794374,0.11942582337492343,-0.2685142724552096,-1.02799536577769,-0.024877244279159962,0.8362960665272388,-0.051690050603741114,1.634553511729435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.694055282090105
51,-0.4975622502688444,0.3063206326962899,-0.17516362749921596,-0.1444046592597202,-0.7165653084041156,-0.41257588265471556,-0.5459172879008198,1.0147542169781172,-0.6201011853872728,-0.09023021421812275,0.381699374753738,-0.134997011072414,0.9399857256150105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.47908182154741
52,2.146953694619627,-0.640294122264217,-0.040445002687025396,0.1491298248450956,-0.7934322362162455,2.125213447621421,0.7558980304138495,-0.33992364829929,0.20607336980165064,-0.08711586759012127,0.4186596735990265,-0.15491066593006936,-0.9239311384216645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.73563218390804
53,-0.28192839641333084,-0.7980632480909682,-0.30988225231140654,-0.11177774413380437,0.9021617596395626,-0.2630548853369577,-0.1889679264274428,-0.23490986029328945,-0.029976503109468887,-0.12014700833553205,-0.4800981480436851,-0.18415408977335582,-0.9239311384216645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.34733278423984
54,-0.5344747360399696,0.3063206326962899,-0.5793195019357877,-0.24224948729465884,4.180310151627459,-0.566381296610845,-0.04692925317679101,-0.22440848149268938,0.2650858380294317,-0.10557484888202796,0.13015404208343,-0.1584075650920353,-0.9239311384216645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5732500000000003
55,0.04030539953898035,1.2529353876567968,-0.5793195019357877,-0.24224948729465884,-0.8115185721720408,0.20264577316980242,-0.7138934580059385,-0.40293192110289033,1.5338539049267086,0.6083176222942936,1.689332355559073,1.213046752083518,-0.9239311384216645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.511077964999142
