,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,Yield,ID,Source,Lin Err,Rid Err,SVR Err,NN Err
1422,63.78494623655914,433.15,6.0,0.0,5.0,59.78494623655914,4.0,33.75,15.1,3493.11967032284,8.158550504260862,270.8742329100512,31.17701370211511,35,ModelingXylanSolubilizationDuringAutohydrolysisOfSugarMaple.xlsx,15.96844590661913,15.968445906619081,2.459987242007081,1.4117129513826896
1423,34.0,433.15,9.0,0.15293793778484693,0.84,30.0,4.0,67.5,16.59090909090909,1752.8424244965329,7.468993991831646,135.92430032716598,87.96741947426871,13,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,44.30791671764259,44.30791671764263,52.05730136692405,15.907841532374178
1424,212.8760704643604,388.15,8.0,0.2039359641072704,8.0,201.6260704643604,11.25,8.0,18.863636363636367,557.4450860691081,6.323363998158329,16.0246183981568,71.85761814012044,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,7.953769265042524,7.953769265042524,4.440674900730713,4.335886193375657
1425,180.0,373.15,10.0,0.1013078847926734,0.5125,175.0,5.0,15.0,16.3,175.0,5.1647859739235145,2.9097340104163965,99.20245398773008,36,MonomericCarbohydratesProductionFromOliveTreePruningBiomassModeling.xlsx,36.91162162704789,36.91162162704789,48.200249018510874,29.779457466733987
1426,91.4156531777364,448.15,20.0,0.10195862518989794,0.5,46.415653177736395,45.0,3.333333333333333,16.59090909090909,7497.931923912252,8.922382518021813,675.7533714519035,42.76855959338232,31,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,2.29013387443522,2.290133874435192,1.0902769333499123,14.702353339967289
1427,75.58,373.73,10.0,2.039172503797959,0.5,0.0,75.58,1.0,19.77272727272727,0.0,0.0,0.0,0.0,44,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAtmostpheric.xlsx,68.45039109854957,68.45039109854972,29.843956240808442,30.226892471313477
1428,100.0,463.15,6.0,0.0,0.42,100.0,0.0,0.0,24.88636363636364,44661.41019964371,10.706865101242327,4337.4521833737945,15.511077964999142,30,kinetics_of_polysaccharide_hydrolysis_in_the_acid_catalysed_delignification_of_eucalyptus_globulus_wood_by_acetic_acid.xlsx,6.995400143986128,6.995400143986313,8.60040986127501,16.320291435025272
1429,330.0,388.15,10.0,1.2235035022787752,0.5,300.0,30.0,3.0,19.77272727272727,829.4241187936694,6.720731627198575,23.843074997073842,62.20689655172415,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,15.95091024157167,15.950910241571684,1.3933171397064754,2.290578118686007
1430,29.717322121122137,398.15,8.0,0.3059039461609055,8.0,17.217322121122134,12.5,8.0,18.863636363636367,93.76871122510201,4.5408312313368935,3.63677288882927,80.65576025010294,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,25.309221500039556,25.309221500039534,0.7496191916351194,2.7107558631783064
1431,585.0,413.15,5.66666666666667,0.0,2.0,570.0,15.0,0.0,19.318181818181817,8582.673731095636,9.057500767608257,477.3739514655066,59.21331579882153,54,SeverityFactorCoefficientsforSubcriticalLiquidHotWaterPretreatment.xlsx,0.09092760844512071,0.09092760844496439,14.18772978662367,15.909684969964111
1432,80.32792372515159,408.15,8.0,0.4078719282145407,8.0,66.57792372515159,13.75,8.0,18.863636363636367,714.2652578423023,6.571254402930043,35.627778567799396,67.57329684753438,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,8.32066930463293,8.32066930463293,5.508065985250084,1.859152493285933
1433,538.628943088012,373.65,8.0,0.3059039461609055,8.0,529.191443088012,9.4375,8.0,18.863636363636367,547.4376465751641,6.305248567671032,9.288689564147504,85.90970689488728,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,8.072451921970824,8.072451921970824,1.2718231324883504,1.0757514791361587
1434,500.0,423.15,3.7,0.0,2.0,493.0,7.0,16.1,15.48,14622.835812494232,9.590339682517264,979.6936106987947,23.54651162790697,21,HemicelluloseExtractionOfMixedSouthernHardwood.xlsx,34.59940100871809,34.59940100871792,12.253028938475406,19.531041167503187
1435,40.0,433.15,9.0,0.15293793778484693,0.84,36.0,4.0,67.5,16.59090909090909,2103.41090939584,7.651315548625601,163.1091603925992,74.47908182154741,13,effects_of_dilute_acid_pretreatment_conditions_on_enzymatic_hydrolysis_monomer_and_oligomer_sugar_yields.xlsx,30.396559404821687,30.39655940482173,37.40409393578923,2.5167099953755354
1436,100.0,423.15,20.0,0.0,2.0,95.0,5.0,25.0,12.386,2817.7878340506127,7.943707400075118,188.7847728527089,12.27191990957533,14,effect_of_liquid_to_solid_ratio_on_autohydrolysis_of_eucalyptus_globulus_wood_meal.xlsx,47.508662394763654,47.50866239476361,26.860954217659966,6.843274411103382
1437,35.0,443.15,5.0,0.0,1.0,30.0,5.0,29.0,23.863636363636363,3452.866703432473,8.146960093526562,298.59022792526747,10.895238095238094,49,production_of_fermentable_sugars_and_polyhydroxybutyrate_from_hybrid_poplar.xlsx,20.474205971731834,20.474205971731777,1.5877927824841986,7.0528113183521075
1438,53.75,448.15,8.0,0.0,8.0,35.0,18.75,8.0,18.863636363636367,5653.860268475208,8.640093824201278,509.5558584568443,23.36771084337349,34,MildAutohydrolysisAnEnvironmentallyFriendlyTechnologXyl.xlsx,16.981577274583255,16.98157727458324,4.644267350224695,7.12615893812065
1439,36.33597630344901,473.15,40.0,0.0,0.425,32.0819112627986,4.254065040650406,41.137123745819395,20.9,28224.717389353493,10.247953376190177,2772.4797388703373,60.63265471582285,8,DegradationKineticsOfTheMainCarbohydratesInBirchWoodDuringHotWaterExtractionInABatchReactor.xlsx,18.058243583029267,18.05824358302911,8.582469639463355,1.2649865639673834
1440,0.0,433.15,4.5,0.0,4.0,0.0,0.0,0.0,17.2386,0.0,0.0,0.0,0.0,47,pretreatment_of_hardwood_chips_via_autohydrolysis_supported_by_acetic_and_formic_acid.xlsx,30.509808401368424,30.509808401368424,14.282280254462464,2.362720489501953
1441,14.0,448.15,9.0,0.10195862518989794,0.84,14.0,0.0,0.0,16.59,2261.544107390083,7.723803092327121,203.82234338273773,90.91861294348371,32,kinetic_characterization_of_xylose_monomer_and_oligomer_concentrations_during_dilute_acid_pretreatment.xlsx,47.38140526632392,47.381405266323966,34.44033739589766,19.45915554602277
1442,360.0,433.15,4.76,0.0,5.0,182.8125,177.1875,0.7619047619047619,21.59,10681.383524275749,9.276257647595667,828.2887051186677,22.57074358660882,24,HotWaterPretreatment.xlsx,18.88042262138157,18.880422621381477,0.2644863982141672,4.367208455017156
1443,60.0,398.15,8.0,0.8104630783413873,0.5,59.03101851851852,0.9689814814814814,103.20114667940756,33.20454545454545,321.4938124434563,5.772978297593423,12.468977825811558,43.367556468172495,10,DesignOfProcessParametersForProudctionOfXylose.xlsx,2.7325422980520173,2.732542298051989,3.527980593834741,4.445914164705698
1444,63.9093484419263,448.15,20.0,0.10195862518989794,0.5,18.909348441926294,45.0,3.333333333333333,16.994318181818183,3054.594681673161,8.024402189047015,275.29626509100984,6.375786501717355,31,kinetic_characterization_of_biomass_dilute_sulfuric_acid_hydrolysis_mixtures_of_hardwoods_softwood_and_switchgrass.xlsx,32.45696168499959,32.456961684999605,27.759866654552752,1.5420453960182403
1445,120.0,433.15,8.0,0.0,2.0,90.0,30.0,2.0,19.48,5258.527273489599,8.567606280499756,407.77290098149786,59.6124229979466,50,release_of_acetic_acid_and_its_effect_on_the_dissolution_of_carbohydrates_in_the_autohydrolysis.xlsx,20.937005920408403,20.93700592040844,18.718913646357045,24.555446679587227
1446,172.0,429.695454545454,7.69,0.0,5.0,105.0,67.0,2.2058823529411766,14.5,4853.961665908818,8.487550488832374,359.4175395559758,21.16301820060647,60,UtilizationOfHardwoodinBiorefineryAKineticInterpretationofPilot-ScaleHot-WaterPretreatment.xlsx,16.714756829745152,16.71475682974516,11.878401606794515,1.7444963195029537
1447,292.0,430.96818181818094,7.69,0.0,5.0,225.0,67.0,2.2058823529411766,14.5,11338.702306043897,9.335977135640418,854.4383145188218,35.479177571605064,60,UtilizationOfHardwoodinBiorefineryAKineticInterpretationofPilot-ScaleHot-WaterPretreatment.xlsx,5.434155932413866,5.434155932413844,11.909656608515732,7.579660319019936
1448,46.97512517519198,398.15,8.0,0.2039359641072704,8.0,34.47512517519198,12.5,8.0,18.863636363636367,187.75788907590763,5.235153308807583,7.2820964662280545,80.93719927665641,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,25.98576755664579,25.985767556645783,7.44759880536877,2.5792954743201477
1449,19.98,473.15,5.66666666666667,0.0,2.0,4.98,15.0,4.0,19.318181818181817,4381.25682250014,8.385090907985713,430.3655410824755,70.26001286897863,54,SeverityFactorCoefficientsforSubcriticalLiquidHotWaterPretreatment.xlsx,43.18593709476308,43.185937094763105,29.144131373078466,2.3373520413419158
1450,40.0,473.15,8.0,8.51e-06,0.509,40.0,0.0,0.0,21.375,35190.81785140674,10.468540471063088,3456.751333995787,4.069324827219564,53,SequentialFentonOxidationAndHydrothermalTreatmentToImproveTheEffectOfPretreatment.xlsx,20.950852384825478,20.950852384825627,10.473129136098311,1.6525538921609702
1451,49.5895032904933,408.15,8.0,0.3059039461609055,8.0,35.8395032904933,13.75,8.0,18.863636363636367,384.49549980564456,5.951932084860678,19.17875799919601,74.85225052054565,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,19.543549101847695,19.543549101847695,2.751534750003813,3.1130891400988787
1452,390.0,388.15,10.0,0.6117517511393876,0.5,360.0,30.0,3.0,19.77272727272727,995.3089425524034,6.903053183992529,28.61168999648861,66.2528735632184,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,1.1120786676290066,1.1120786676289924,2.940818685135916,2.3535129064801197
1453,22.188865743851622,408.15,8.0,0.10196798205363516,8.0,8.43886574385162,13.75,8.0,18.863636363636367,90.53434350569373,4.505729264969943,4.51588189091802,82.02477470871514,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,34.206219876752314,34.2062198767523,21.28751657067732,0.4017812394768612
1454,30.0,383.15,10.0,0.3058758755696938,0.425,30.0,0.0,0.0,15.0,59.09601436804969,4.07916348335707,1.4348215332518326,43.33333333333334,40,optimization_of_acid_hydrolysis_of_olive_tree_pruning_residue_fermentation_with_candida_guilliermondii.xlsx,18.415535123232374,18.415535123232374,3.0836967575352503,18.931997934977204
1455,16.277724270967774,408.15,8.0,0.4078719282145407,8.0,2.5277242709677736,13.75,8.0,18.863636363636367,27.11808249849311,3.300200756239676,1.3526585926330186,80.87608949494914,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,29.17767351537558,29.177673515375552,0.0034173283369369756,1.8014388863985147
1456,10.0,443.15,20.0,0.0,1.625,9.134837962962962,0.865162037037037,28.896321070234126,18.6,1051.3792614521908,6.957858163492498,90.91911164738323,3.7645161290322577,23,HemicellulosesFromStonePineHolmOakAndNorwaySpruceWithSubcriticalWaterExtraction.xlsx,41.110161115997286,41.11016111599725,32.60831211073696,1.068373455539826
1457,291.66972322232203,373.65,8.0,0.2039359641072704,8.0,282.23222322232203,9.4375,8.0,18.863636363636367,291.96342096334325,5.676628523747772,4.953911369415941,85.92005288742756,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,16.959165156286872,16.959165156286858,1.9092329275718072,0.11994302414630909
1458,315.0,418.15,8.0,0.0,8.0,300.0,15.0,8.0,18.863636363636367,6339.973910015667,8.75462993228332,389.0258261688945,24.427951807228915,34,MildAutohydrolysisAnEnvironmentallyFriendlyTechnologXyl.xlsx,32.46450440920096,32.46450440920086,20.161570205449607,3.6168098504859287
1459,10.282555,463.15,3.0,0.20261576958534688,2.75,10.0,0.282555,318.52205765249244,15.943751237868884,4466.141019964371,8.404280008248282,433.74521833737947,80.43328154669433,57,TheInfluenceOfSO2AndH2S04ImpregnentOfWillow.xlsx,60.36017214145017,60.360172141450185,49.10347216164361,10.358849173647457
1460,155.0,403.15,10.0,1.2235035022787752,0.5,120.0,35.0,3.0,19.77272727272727,917.2591584488736,6.821390047866792,40.57786962155653,60.6896551724138,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,8.134468196129113,8.134468196129127,5.502210840753968,3.6561471347151056
1461,50.0,393.15,4.0,0.0,4.0,30.0,20.0,2.0,19.48,116.41129713962452,4.7571295850519855,3.9112579600169695,0.8096882583535562,1,AnApplicationStudyOfAutohydrolysisPretreatmentPriorToPoplar.xlsx,42.87143655824277,42.871436558242785,35.458624942082906,1.5562191722952474
1462,35.0,443.15,4.0,0.5553704320781961,20.0,30.0,5.0,29.0,19.33,3452.866703432473,8.146960093526562,298.59022792526747,53.36782203828247,52,response_surface_optimization_of_oxalic_acid_pretreatment_of_yellow_poplar_for_production_of_glucose.xlsx,7.52643284122113,7.52643284122113,9.664390450125225,7.162331925977782
1463,25.0,433.15,4.0,0.8219482394757303,20.0,20.0,5.0,27.0,19.33,1168.561616331022,7.063528883723482,90.61620021811063,63.40403517847906,52,response_surface_optimization_of_oxalic_acid_pretreatment_of_yellow_poplar_for_production_of_glucose.xlsx,4.158320378542527,4.158320378542527,12.893632573273422,17.213349906262266
1464,24.6580386724913,398.15,8.0,0.10196798205363516,8.0,12.1580386724913,12.5,8.0,18.863636363636367,66.21492060869667,4.192905824385483,2.5681128060681484,81.9259517347141,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,31.514803149086013,31.514803149086,13.906802840315223,0.8168766344265208
1465,215.0,403.15,10.0,0.40783450075959177,0.5,180.0,35.0,3.0,19.77272727272727,1375.8887376733105,7.226855155974955,60.866804432334796,69.2873563218391,45,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAutoclave.xlsx,15.004486915777306,15.004486915777314,9.11924622951247,6.163641874817614
1466,435.29,373.44,10.0,1.0195862518989796,0.5,360.0,75.29,1.0,19.77272727272727,367.1480043622192,5.90576504839931,6.176902186016682,65.24137931034484,44,PrehydrolysisOfEucalyptusWoodWithDiluteSulphuricAcidAtmostpheric.xlsx,1.679514041675688,1.6795140416757732,1.341170913158777,0.19689888789734766
1467,19.600187746181657,408.15,8.0,0.4078719282145407,8.0,5.850187746181656,13.75,8.0,18.863636363636367,62.762333595779374,4.139355110025373,3.1306051907153987,81.97553108100156,20,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,28.640603518816583,28.64060351881656,0.9451021095845391,1.0701384746624996
1468,25.68569439803979,453.15,40.0,0.0,0.425,21.917808219178,3.767886178861788,41.137123745819395,20.9,4969.2702664719645,8.511028280638799,462.85544741191705,78.82502698094477,8,DegradationKineticsOfTheMainCarbohydratesInBirchWoodDuringHotWaterExtractionInABatchReactor.xlsx,27.12062442532087,27.120624425320877,7.808989717628307,6.500053890637261
1469,100.0,403.15,8.0,1.2156946175120809,0.5,98.95,1.05,100.0,33.204545454545496,756.3566144043003,6.6285129771333215,33.45983499210849,27.70704996577683,29,KineticStuidesOfAcidHyrolysisOfMerantiWood.xlsx,27.98764774990504,27.987647749905005,10.823615232394278,11.62149465092239
1470,331.5,373.15,6.0,0.0346659325645653,0.9,324.0,7.5,10.0,19.34090909090909,324.0,5.780743515792329,5.387164682142356,14.190000000000005,43,optimizing_xylose_production_from_pinewood_sawdust_through_dilute_phosphoric_acid_hydrolysis.xlsx,45.8944918098913,45.894491809891285,48.28515795458091,7.266556320190425
1471,10.0,473.15,19.0,0.0,0.42,10.0,0.0,0.0,12.954545454545455,8797.704462851685,9.082246109943195,864.1878334989467,47.30769230769229,58,Two_step_liquid_hot_water_pretreatment_of_Eucalyptus_grandis.xlsx,3.12220639215289,3.1222063921528758,10.229272068743775,4.894324082594636
