Unnamed: 0,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,logP,H,logH,Acetyl,acetic,fenton,formic,malic,none,oxalic,phosphoric,sulfuric,acacia,aspen,basswood,beech,birch,carob,eucalyptus,maple,meranti,mixed,oak,olive,paulownia,poplar,vine,willow,Yield
338,60,373.15,10,0.305875876,0.425,60,0,0,15,60,4.094344562,0.997623089,-0.00237974,1.008288212,0.008254053,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28
339,60.11413236,433.15,6,0,5,60.11413236,55,2.454545455,21.59090909,3512.353384,8.164041572,272.3657127,5.607145695,400.6472175,5.993081283,3.695454545,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6023305
340,170.5869418,388.15,8,0.407871928,8,159.3369418,11.25,8,18.86363636,440.5263418,6.087970243,12.66360884,2.538732435,14.21175287,2.654069289,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.92924236
341,20,443.15,4,0.25,0.5,20,0,0,14.64,2301.911136,7.741494985,199.060152,5.29360705,308.6514012,5.732212488,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.9
342,59.90526442,438.15,8,0,5,39.90526442,20,7,17.84090909,3272.429376,8.093287917,269.181624,5.595386334,406.6518326,6.007957371,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.70385989
343,110.3068284,408.15,8,0.101967982,8,96.55682838,13.75,8,18.86363636,1035.886733,6.943013086,51.67036021,3.944884314,65.88124546,4.18785381,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.53039444
344,75,418.15,8,0,8,60,15,8,18.86363636,1267.994782,7.14519202,77.80516523,4.35420782,105.2580719,4.656415162,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.976289157
345,60,363.15,10,0.20261577,0.5125,55,5,13,16.3,27.92066466,3.329367084,0.299947582,-1.204147547,0.281359769,-1.268121111,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.45398773
346,75.2,373.35,10,0.713710376,0.5,0,75.2,1,19.77272727,0,0,0,0,0,0,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
347,180,413.15,10,0,4,150,30,3.833333333,11.932,2258.59835,7.722499701,125.6247241,4.833299082,165.0495867,5.106245954,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.9024472
348,675.375,373.525,10,1.325462127,0.5,600,75.375,1,19.77272727,615.4498009,6.422353384,10.39003935,2.340847592,10.52971701,2.354201451,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.86206897
349,29.99563077,433.15,6,0,5,29.99563077,0,0,15.1,1752.587139,7.46884834,135.9045042,4.911952464,199.9141555,5.297888052,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.405292544
350,60,443.15,4,0.045708819,0.42,60,0,0,25.02272727,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,3.439166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.86085377
351,50,443.15,15,0,0.177,40,10,14.5,12.16,4603.822271,8.434642166,398.1203039,5.986754231,617.3028023,6.425359669,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.70065789
352,80,443.15,10,0,0.178,50,30,4.833333333,19.77272727,5754.777839,8.657785717,497.6503799,6.209897782,771.6285029,6.64850322,4.041182796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.2
353,20,433.15,6,0.5,0.5,20,0,0,14.64,1168.561616,7.063528884,90.61620022,4.506633007,133.295517,4.892568596,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.96
354,232.5448736,388.15,8,0.101967982,8,221.2948736,11.25,8,18.86363636,611.8243517,6.416445234,17.58783422,2.867207426,19.73797174,2.98254428,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70.63667592
355,119.7226164,433.15,6,0,0.595,119.7226164,0,0,15.1,6995.162705,8.852974147,542.4404288,6.296078271,797.9244022,6.682013859,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.64705021
356,85,443.15,5,0.15,3,55,30,4.833333333,16.93181818,6330.255623,8.753095897,547.4154179,6.305207962,848.7913532,6.7438134,2.128411429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.91946309
357,66.64793165,440.15,6,0,5,44.46043165,22.1875,6.4,15.02,4175.429468,8.336972499,350.7721662,5.860136914,535.495609,6.28319269,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.48489791
358,332.497806,373.65,8,0.203935964,8,323.060306,9.4375,8,18.86363636,334.1992316,5.811737317,5.670550672,1.735286233,5.751988188,1.749545567,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.79792064
359,171.540018,440.15,6,0,5,149.352518,22.1875,6.4,15.02,14026.19996,9.548682286,1178.322034,7.0718467,1798.849327,7.494902477,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.27661434
360,79.94575903,418.15,8,0,5,59.94575903,20,6,16.70454545,1266.848494,7.144287595,77.73482811,4.353303395,105.1629169,4.655510737,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.426293883
361,1.942446043,433.15,9,0.101958625,0.84,4,0,0,16.59,233.7123233,5.454090971,18.12324004,2.897195095,26.6591034,3.283130683,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.11925375
362,360.3325607,433.15,6,0,0.595,360.3325607,0,0,15.1,21053.53998,9.954823995,1632.598373,7.397928119,2401.535748,7.783863707,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.06632401
363,106.7767988,448.15,20,0.101958625,0.5,61.77679883,45,3.333333333,18.74431818,9979.353954,9.208273633,899.3922788,6.801719289,1430.498406,7.265778198,4.269325153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.13807318
364,79.1044667,373.65,8,0.203935964,8,69.6669667,9.4375,8,18.86363636,72.06904191,4.277624575,1.222836905,0.201173491,1.240398656,0.215432825,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.60290919
365,10,463.15,8,8.51E-06,0.509,10,0,0,21.375,4466.14102,8.404280008,433.7452183,6.072457307,742.1706401,6.60957919,3.439166667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.23753323
366,41.19267552,373.65,8,0.203935964,8,31.75517552,9.4375,8,18.86363636,32.85007492,3.491954026,0.557386124,-0.584497058,0.565391015,-0.570237724,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.16483228
367,28.83008122,373.65,8,0.305903946,8,19.39258122,9.4375,8,18.86363636,20.06122578,2.998788887,0.340390362,-1.077662197,0.345278872,-1.063402863,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.06154734
368,15.61592107,398.15,8,0.101967982,8,3.115921072,12.5,8,18.86363636,16.96988075,2.831440052,0.658168396,-0.41829446,0.788566559,-0.237538463,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.78153452
369,232,430.6045455,7.69,0,5,165,67,2.205882353,14.5,8112.561116,9.001168895,608.3128448,6.410689297,882.5605615,6.782827411,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.80733497
370,393.4158978,373.65,8,0.203935964,8,383.9783978,9.4375,8,18.86363636,397.2177426,5.9844846,6.739822012,1.908033517,6.836615851,1.922292851,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.50409784
371,50,403.15,10,0.815669002,0.5,15,35,3,19.77272727,114.6573948,4.741948506,5.072233703,1.623781293,6.271589528,1.836029836,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64.73563218
372,70,453.15,15,0,0.177,60,10,15.5,12.16,13603.37735,9.518073376,1267.066787,7.144459892,2066.084544,7.63341057,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.34868421
373,20,433.15,6,0.5,0.5,20,0,0,14.64,1168.561616,7.063528884,90.61620022,4.506633007,133.295517,4.892568596,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.63
374,10.03333333,443.15,3.9,0.0815669,0.38,9.7,0.333333,7.25,21.93181818,1116.426901,7.017888597,96.5441737,4.570000662,149.6959296,5.0086061,3.248888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.11398964
375,180.2581937,428.15,8,0,5,160.2581937,20,6.5,17.84090909,6671.498553,8.805599784,483.1921187,6.180414336,691.6585225,6.539092369,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.89476877
376,15,443.15,5,0,1,10,5,29,23.86363636,1150.955568,7.048347805,99.53007598,4.60045987,154.3257006,5.039065308,4.041182796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.05714286
377,92.69544271,398.15,8,0.101967982,8,80.19544271,12.5,8,18.86363636,436.7591694,6.079381943,16.93948744,2.829647432,20.29558608,3.010403428,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.77609373
378,60,383.15,10,0.305875876,0.425,60,0,0,15,118.1920287,4.772310664,2.869643067,1.054187655,3.112836555,1.135534386,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.46666667
379,170.157572,373.65,8,0.203935964,8,160.720072,9.4375,8,18.86363636,166.2616037,5.113562474,2.821056302,1.03711139,2.861570854,1.051370724,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.16616072
380,458.8704433,373.65,8,0.203935964,8,449.4329433,9.4375,8,18.86363636,464.9291216,6.141884967,7.888719942,2.065433884,8.002013658,2.079693217,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.15245332
381,675.4,373.55,10,1.631338003,0.5,600,75.4,1,19.77272727,616.4938207,6.424048299,10.41819892,2.343554173,10.56016788,2.357089175,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.45977011
382,30,373.15,10,0.20391725,0.425,30,0,0,15,30,3.401197382,0.498811545,-0.695526921,0.504144106,-0.684893127,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.13333333
383,45,423.15,8,0.1,0.515,45,0,0,17.95454545,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,4.041182796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.62734177
384,17,448.15,10,0.076468969,1,7,12,12.5,18.75,1130.772054,7.030655912,101.9111717,4.624101568,162.0914167,5.088160477,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.77572587
385,90,383.15,10,0.305875876,0.425,90,0,0,15,177.2880431,5.177775772,4.3044646,1.459652763,4.669254832,1.540999494,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.26666667
386,50,453.15,19,0,0.42,50,0,0,12.95454545,11336.1478,9.335751819,1055.888989,6.962138335,1721.73712,7.451089014,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.97435897
387,17.62913279,493.15,40,0,0.425,12.88888889,4.740243902,41.13712375,20.9,44000.61254,10.69195883,4065.806472,8.310367396,7944.866023,8.980281216,3.508,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.24475074
388,24.93076923,433.15,10,0.101958625,0.5,22.43076923,2.5,54,20.909,1310.586797,7.178230253,101.6295538,4.621334377,149.496049,5.007269965,4.269325153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.79774011
389,14.78996492,433.15,6,0,0.595,14.78996492,0,0,15.1,864.1492657,6.761745515,67.01052113,4.204849639,98.57180101,4.590785227,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.30361683
390,4.017857143,513.15,40,0,5,4.017857143,0,0,23.78409091,53224.50211,10.88227414,4182.305493,8.338617927,8852.310437,9.08843377,3.508,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.00948021
391,16.27791829,408.15,8,0.101967982,8,2.527918291,13.75,8,18.86363636,27.12016399,3.30027751,1.352762418,0.302148737,1.724812302,0.545118234,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.85357805
392,55.88235294,433.15,6,0,22.5,40,15.88235294,8.5,20,2337.123233,7.756676064,181.2324004,5.199780188,266.591034,5.585715776,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.063
393,28.60330325,388.15,8,0.305903946,8,17.35330325,11.25,8,18.86363636,47.97749419,3.87073203,1.379187036,0.321494221,1.547794595,0.436831076,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.77923866
394,17,458.15,10,0.076468969,1,7,12,13.33333333,18.75,2227.470718,7.708622013,212.6890923,5.359831439,355.3597215,5.873130576,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.35034741
395,88.60161414,408.15,8,0.203935964,8,74.85161414,13.75,8,18.86363636,803.0275575,6.688389032,40.05527035,3.690260259,51.07166056,3.933229756,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.45713588
396,33.73505604,408.15,8,0.203935964,8,19.98505604,13.75,8,18.86363636,214.4048719,5.367866152,10.6945833,2.36973738,13.63591167,2.612706876,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.15814858
397,20.00769231,433.15,10,0.101958625,0.5,17.50769231,2.5,54,20.909,1022.940861,6.930436955,79.32402758,4.373541079,116.6848449,4.759476667,4.269325153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.22378676
398,30,413.15,10,0.20261577,50,0,30,2,16.81818182,0,0,0,0,0,0,4.041182796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.956756757
399,60,403.15,8,0.405231539,0.5,58.98256944,1.017430556,103.2011467,33.20454545,450.8525168,6.111140272,19.94489177,2.992973059,24.66096433,3.205221602,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.65776865
400,160,433.15,10,0,4,120,40,3.375,11.932,7011.369698,8.855288353,543.6972013,6.298392477,799.7731019,6.684328065,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64.36473349
401,50,403.15,10,1.019586252,0.5,15,35,3,19.77272727,114.6573948,4.741948506,5.072233703,1.623781293,6.271589528,1.836029836,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.27586207
402,45,475.15,8,0,8,26.62395833,18.37604167,9.632107023,26.36363636,26824.36075,10.19706574,2631.742028,7.875401274,4758.33046,8.467652142,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107.9896552
403,105.2448106,388.15,8,0.203935964,8,93.99481063,11.25,8,18.86363636,259.8718766,5.560188727,7.470417731,2.010950919,8.383686825,2.126287773,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.95242094
404,186.3753213,433.15,7.69,0,5,36.37532134,150,0.4,17.84090909,2125.340215,7.66168717,164.8096701,5.104791293,242.4333631,5.490726881,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.14080568
405,53.75,448.15,10,0,8,35,18.75,8,18.86363636,5653.860268,8.640093824,509.5558585,6.233539481,810.4570837,6.697598389,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.95421687
406,20.37135743,453.15,40,0,5,20.37135743,0,0,23.78409091,4618.654372,8.43785868,430.1978402,6.064245196,701.4824455,6.553195875,3.508,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.13443895
407,80,396.15,8,0.607847309,0.5,79.05039815,0.949601852,103.2011467,33.20454545,375.9317587,5.929407634,13.78692031,2.623720339,16.30801536,2.791656727,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.36755647
408,44,425.15,20,0.061175175,0.42,44,0,0,15.45454545,1494.59921,7.309613363,103.4259615,4.638856009,145.6012569,4.980871768,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.62352943
409,38.61726059,408.15,8,0.203935964,8,24.86726059,13.75,8,18.86363636,266.7824304,5.586433459,13.3071926,2.588304686,16.9670662,2.831274183,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.74947207
410,402.2169534,373.65,8,0.305903946,8,392.7794534,9.4375,8,18.86363636,406.3222533,6.007146572,6.894303484,1.930695489,6.993315906,1.944954822,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.91252047
411,87.28031038,373.65,8,0.101967982,8,77.84281038,9.4375,8,18.86363636,80.52678378,4.388589847,1.366344278,0.312138763,1.385967008,0.326398097,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.74036583
412,0,453.15,19,0,0.42,0,0,0,12.95454545,0,0,0,0,0,0,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.51282051
413,349.7433769,373.65,8,0.305903946,8,340.3058769,9.4375,8,18.86363636,352.0394194,5.863743156,5.973255405,1.787292073,6.05904021,1.801551406,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.69841049
414,59.61820366,388.15,8,0.203935964,8,48.36820366,11.25,8,18.86363636,133.725849,4.895791801,3.844155691,1.346553993,4.314109141,1.461890847,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.37928765
415,1.533333333,463.15,3.9,0.1631338,0.38,1.2,0.333333,8.25,21.93181818,535.9369224,6.284016472,52.0494262,3.952193771,89.06047682,4.489315654,3.248888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.11398964
416,114.321939,388.15,8,0.305903946,8,103.071939,11.25,8,18.86363636,284.9678406,5.652376334,8.191839906,2.103138525,9.193303878,2.21847538,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.29912728
417,73.36402266,448.15,20,0.101958625,0.5,28.36402266,45,3.333333333,16.99431818,4581.892023,8.429867297,412.9443976,6.023312953,656.7949454,6.487371862,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.88522452
418,14,448.15,10,0.076468969,1,7,12,12.5,18.75,1130.772054,7.030655912,101.9111717,4.624101568,162.0914167,5.088160477,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.68093313
419,4.992307692,433.15,10,0.407834501,0.5,2.492307692,2.5,54,20.909,145.6207553,4.981005676,11.29217264,2.424109799,16.61067212,2.810045387,4.269325153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62.187165
421,15,448.15,9,0.152937938,0.84,11,4,75,16.59090909,1776.927513,7.482641036,160.1461269,5.076086692,254.7150834,5.540145601,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.01018305
422,232.2919486,388.15,8,0.407871928,8,221.0419486,11.25,8,18.86363636,611.1250781,6.415301649,17.56773252,2.86606384,19.71541258,2.981400694,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71.5421846
423,17,468.15,10,0.076468969,1,7,12,14.16666667,18.75,4387.821385,8.386588115,430.1482582,6.064129936,753.3769451,6.624565694,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.06795065
424,100,403.15,8,0.405231539,0.5,98.95,1.05,100,33.20454545,756.3566144,6.628512977,33.45983499,3.510345764,41.37158559,3.722594307,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.93497604
425,42.98856053,408.15,8,0.203935964,8,29.23856053,13.75,8,18.86363636,313.6788714,5.74836976,15.64640202,2.750240987,19.94962775,2.993210484,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.75102941
426,47.6,403.15,5,0.405231539,4,47.6,0,0,16.375,363.8461329,5.896731066,16.09588828,2.778563853,19.9018441,2.990812396,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67.45038168
427,90,403.15,5,0.690919774,4,90,0,0,16.375,687.9443688,6.533707975,30.43340222,3.415540762,37.62953717,3.627789305,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.14503817
428,110.0146133,433.15,6,0,5,88.92086331,21.09375,6.4,15.02,5195.475388,8.555543408,402.8835377,5.998647532,592.6376223,6.38458312,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.62566627
429,12.94964029,433.15,9,0.101958625,0.84,8,0,0,16.59,467.4246465,6.147238152,36.24648009,3.590342276,53.31820679,3.976277864,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.91366906
430,482.8883481,373.65,8,0.407871928,8,473.4508481,9.4375,8,18.86363636,489.7751493,6.193946407,8.310296792,2.117495323,8.429644977,2.131754657,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.12940201
431,78.75,448.15,8,0,8,60,18.75,8,18.86363636,9692.331889,9.179090325,873.5243288,6.772535981,1389.355001,7.23659489,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.70216867
432,80,473.15,8,8.51E-06,0.509,80,0,0,21.375,70381.6357,11.16168765,6913.502668,8.841231687,12388.06245,9.424488582,3.439166667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.050505051
433,14,458.15,10,0.076468969,1,2,12,13.33333333,18.75,636.4202051,6.455859045,60.76831208,4.10706847,101.531349,4.620367608,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.81020317
434,16.27772427,408.15,8,0.407871928,8,2.527724271,13.75,8,18.86363636,27.1180825,3.300200756,1.352658593,0.302071984,1.724679921,0.54504148,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.87608949
435,0.663333333,463.15,5,0.1631338,0.38,0.33,0.333333,8.25,22.38636364,147.3826537,4.993032291,14.31359221,2.66120959,24.49163112,3.198331472,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7715736
436,230.7516314,373.65,8,0.203935964,8,221.3141314,9.4375,8,18.86363636,228.9449099,5.433481406,3.884640029,1.357030323,3.94042922,1.371289657,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.4812387
437,46.11640212,448.15,6,0,5,42.11640212,4,37.5,15.1,6803.435788,8.825183026,613.1616982,6.418628683,975.2438981,6.882687592,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.1474271
438,20,398.15,8,0.810463078,0.5,19.03101852,0.968981481,103.2011467,33.20454545,103.6464363,4.640985456,4.019875548,1.391250944,4.816304537,1.57200694,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.03353867
439,40,396.15,8,0.607847309,0.5,39.05039815,0.949601852,103.2011467,33.20454545,185.707918,5.224175106,6.810651683,1.918487811,8.056056738,2.086424198,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.96098563
440,95.88235294,433.15,6,0,22.5,80,15.88235294,8.5,20,4674.246465,8.449823245,362.4648009,5.892927369,533.1820679,6.278862957,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.5685
441,90,423.15,4.5,0.21725,4,90,0,0,17.2386,2669.483211,7.889640179,178.8487322,5.186540377,248.9660887,5.517316697,3.439166667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.57279209
442,105.375,373.525,10,1.325462127,0.5,30,75.375,1,19.77272727,30.77249004,3.42662111,0.519501967,-0.654884681,0.52648585,-0.641530823,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.15862069
443,122.3984935,408.15,8,0.101967982,8,108.6484935,13.75,8,18.86363636,1165.609257,7.060999197,58.14096101,4.062870424,74.13145386,4.305839921,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71.78617565
444,6,448.15,9,0.152937938,0.84,2,4,75,16.59090909,323.0777296,5.777892943,29.11747763,3.3713386,46.31183335,3.835397508,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.528791369
