Unnamed: 0,TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,logP,H,logH,Acetyl,acetic,fenton,formic,malic,none,oxalic,phosphoric,sulfuric,acacia,aspen,basswood,beech,birch,carob,eucalyptus,maple,meranti,mixed,oak,olive,paulownia,poplar,vine,willow,Yield
0,40,433.15,9,0.152937938,0.84,36,4,67.5,16.59090909,2103.410909,7.651315549,163.1091604,5.094419672,239.9319306,5.48035526,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47908182
1,91,393.15,5,0.04,3,61,30,3.166666667,16.93181818,236.7029709,5.466806068,7.952891185,2.073535534,9.225745066,2.221997953,2.128411429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.953020134
2,15,366.0439898,4,0,3,0,15,3.09376802,19.9,0,0,0,0,0,0,2.879853118,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.20221898
3,81.15107914,433.15,9,0.101958625,0.84,6,0,0,16.59,350.5684849,5.859556079,27.18486007,3.302660203,39.98865509,3.688595791,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.96988172
4,65.94470338,448.15,20,0.101958625,0.5,20.94470338,45,3.333333333,17.38636364,3383.383607,8.126631555,304.928466,5.720077211,484.9938062,6.18413612,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.17914863
5,18.06407862,408.15,8,0.203935964,8,4.314078615,13.75,8,18.86363636,46.28255587,3.834765127,2.308588629,0.836636355,2.943519137,1.079605851,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.03705838
6,8.033333333,443.15,5,0.0815669,0.38,7.7,0.333333,7.25,22.38636364,886.2357872,6.786983041,76.6381585,4.339095105,118.8307894,4.777700544,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.75126904
7,95,393.15,5,0.2,3,65,30,3.166666667,16.93181818,252.2244771,5.530319473,8.474392247,2.137048939,9.830711955,2.285511358,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52.56375839
8,315,433.15,4.76,0,5,137.8125,177.1875,0.761904762,21.59,8052.119888,8.993690676,624.4022546,6.4367948,918.4894217,6.822730388,3.695454545,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36991712
9,10.282555,463.15,3,0,2.75,10,0.282555,318.5220577,15.94375124,4466.14102,8.404280008,433.7452183,6.072457307,742.1706401,6.60957919,2.879853118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.477773024
10,70,433.15,9,0.132546213,0.5,70,0,0,14.64,4089.965657,8.316291852,317.1567008,5.759395976,466.5343094,6.145331564,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.68852459
11,74.73324195,408.15,8,0.305903946,8,60.98324195,13.75,8,18.86363636,654.2440587,6.48348046,32.63390204,3.485351688,41.60919532,3.728321184,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70.03626655
12,60,443.15,6,0,0.42,60,0,0,24.88636364,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.744621096
13,100,423.15,3,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,2.128411429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.70951074
14,25,423.15,9,0.132546213,0.5,25,0,0,14.64,741.5231142,6.608706333,49.68020338,3.905606531,69.15724687,4.236382852,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.532786885
15,199.7326203,438.15,8,0,5,169.7326203,30,4.666666667,16.70454545,13918.91573,9.541004038,1144.93421,7.043102456,1729.648509,7.455673493,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.55094089
16,140,438.15,4,0,5,90,50,2.8,17.6,7380.445867,8.906589331,607.096495,6.408687749,917.1387653,6.821258786,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.81818182
17,20,463.15,6,0,0.42,20,0,0,24.88636364,8932.28204,9.097427189,867.4904367,6.765604488,1484.34128,7.302726371,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.528917526
18,548.773843,373.65,8,0.101967982,8,539.336343,9.4375,8,18.86363636,557.9323365,6.324237694,9.466759007,2.247786611,9.602715704,2.262045944,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.92194459
19,255,433.15,4.76,0,5,77.8125,177.1875,0.761904762,21.59,4546.435039,8.422098697,352.553654,5.865202821,518.6028707,6.251138409,3.695454545,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05391565
20,255.58,373.73,10,2.039172504,0.5,180,75.58,1,19.77272727,187.2189682,5.232278885,3.186929981,1.159058065,3.234571898,1.173896585,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.45977011
21,30,403.15,8,0.405231539,0.5,28.98256944,1.017430556,103.2011467,33.20454545,221.5377272,5.400592901,9.800424368,2.282425688,12.11778527,2.49467423,3.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.321013
22,60,453.15,6,0,0.42,60,0,0,24.88636364,13603.37735,9.518073376,1267.066787,7.144459892,2066.084544,7.63341057,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.96627811
23,60.18683626,453.15,6,0,5,60.18683626,55,2.818181818,21.59090909,13645.73742,9.521182475,1271.012354,7.147568991,2072.518202,7.63651967,3.695454545,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.45942525
24,219.8905235,428.15,8,0,5,194.8905235,25,5.2,16.70454545,8113.231629,9.001251542,587.6115462,6.376066094,841.1282348,6.734744127,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.13660111
25,125,403.15,10,1.223503502,0.5,90,35,3,19.77272727,687.9443688,6.533707975,30.43340222,3.415540762,37.62953717,3.627789305,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.24137931
26,5,463.15,20,1,7.9,5,0,0,18.75,2233.07051,7.711132828,216.8726092,5.379310127,371.0853201,5.916432009,2.128411429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.02666667
27,15.02307692,433.15,10,0.407834501,0.5,12.52307692,2.5,54,20.909,731.6993505,6.595369706,56.73968229,4.03847383,83.46350063,4.424409418,4.269325153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.45814863
28,63.75,448.15,6,0,8,45,18.75,8,18.86363636,7269.248917,8.891408252,655.1432466,6.484853909,1042.01625,6.948912818,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.1253012
29,14.06946121,408.15,8,0.407871928,8,0.319461209,13.75,8,18.86363636,3.427262822,1.231761931,0.170952961,-1.766366841,0.217970108,-1.523397345,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.49416955
30,135.5369728,398.15,8,0.101967982,8,123.0369728,12.5,8,18.86363636,670.0820423,6.507400156,25.98879917,3.257665644,31.13777277,3.438421641,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.56970279
31,59.94615385,433.15,10,0.101958625,0.5,57.44615385,2.5,54,20.909,3356.46852,8.118644664,260.2776089,5.561748788,382.8657388,5.947684376,4.269325153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.14697957
32,29.71732212,398.15,8,0.305903946,8,17.21732212,12.5,8,18.86363636,93.76871123,4.540831231,3.636772889,1.291096719,4.357300507,1.471852716,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.65576025
33,17,458.15,10,0.076468969,1,7,12,13.33333333,18.75,2227.470718,7.708622013,212.6890923,5.359831439,355.3597215,5.873130576,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.22171145
34,23.4375,448.15,6,0,5,0,23.4375,6.4,15.02,0,0,0,0,0,0,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.44534413
35,180,413.15,8,0,4,150,30,3.833333333,11.932,2258.59835,7.722499701,125.6247241,4.833299082,165.0495867,5.106245954,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.01407979
36,21.46010282,398.15,8,0.203935964,8,8.960102821,12.5,8,18.86363636,48.79837225,3.887696957,1.892620629,0.637962445,2.267591922,0.818718441,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.70055105
37,80,453.15,8,0,8,75,5,31,16.89772727,17004.22169,9.741216927,1583.833484,7.367603443,2582.60568,7.856554122,2.879853118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.40820444
38,60,463.15,19,0,0.42,60,0,0,12.95454545,26796.84612,10.19603948,2602.47131,7.864216776,4453.023841,8.401338659,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.71794872
39,106.875,433.15,8,0,8,90,16.875,8,18.86363636,5258.527273,8.56760628,407.772901,6.010710404,599.8298264,6.396645992,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.37445783
40,195.7196128,398.15,8,0.305903946,8,183.2196128,12.5,8,18.86363636,997.8477978,6.905600757,38.7010312,3.655866246,46.36858776,3.836622242,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.69507354
41,85,413.15,5,0.15,3,55,30,3.833333333,16.93181818,828.1527284,6.719197592,46.06239883,3.829996973,60.51818177,4.102943845,2.128411429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.771812081
42,110.7220987,408.15,8,0.407871928,8,96.97209872,13.75,8,18.86363636,1040.341861,6.947304651,51.89258341,3.949175878,66.16458665,4.192145375,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.70338834
43,45,388.15,10,0.815669002,0.5,15,30,3,19.77272727,41.47120594,3.724999354,1.19215375,0.175761545,1.337896226,0.291098399,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.44137931
44,202,430.2409091,7.69,0,5,135,67,2.205882353,14.5,6475.913038,8.775844886,483.1699621,6.18036848,699.6094142,6.5505222,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.5250487
45,10.282555,463.15,3,0.20261577,2.75,10,0.282555,318.5220577,15.94375124,4466.14102,8.404280008,433.7452183,6.072457307,742.1706401,6.60957919,2.879853118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.43328155
46,89.09961476,388.15,8,0.305903946,8,77.84961476,11.25,8,18.86363636,215.2344937,5.371728102,6.187247344,1.822490294,6.943647051,1.937827148,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.13781077
47,25,443.15,20,0,1.625,24.13483796,0.865162037,28.89632107,18.6,2777.812613,7.929419067,240.2142256,5.481531132,372.4625777,5.92013657,3.248888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.12795699
48,220.032055,418.15,8,0,5,200.032055,20,6,16.70454545,4227.326699,8.349325086,259.3921181,5.558340886,350.9164736,5.860548228,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.16133655
49,46.875,433.15,8,0,8,30,16.875,8,18.86363636,1752.842424,7.468993992,135.9243003,4.912098116,199.9432755,5.298033704,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.638746988
50,20.44924459,398.15,8,0.305903946,8,7.949244594,12.5,8,18.86363636,43.29305194,3.767992159,1.679099515,0.518257647,2.011767408,0.699013643,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.32403774
51,203.0059844,388.15,8,0.305903946,8,191.7559844,11.25,8,18.86363636,530.1567945,6.273172801,15.24017439,2.723934993,17.10330718,2.839271847,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.53969204
52,3.033333333,463.15,3.9,0.0815669,0.38,2.7,0.333333,8.25,21.93181818,1205.858075,7.094946688,117.111209,4.763123987,200.3860728,5.30024587,3.248888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.67357513
53,427.8648737,373.65,8,0.101967982,8,418.4273737,9.4375,8,18.86363636,432.8544985,6.07040164,7.344491356,1.993950557,7.449969143,2.008209891,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.45425644
54,75,413.15,5,0,13.375,45,30,2,16.81818182,677.5795051,6.518526897,37.68741722,3.629326278,49.514876,3.90227315,4.041182796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.016110544
56,555.58,373.73,10,2.039172504,0.5,480,75.58,1,19.77272727,499.2505819,6.213108138,8.49847995,2.139887318,8.625525062,2.154725838,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.56321839
57,133,413.15,5,0.02,3,103,30,3.833333333,16.93181818,1550.904201,7.346593395,86.26231053,4.457392776,113.3340495,4.730339648,2.128411429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.134228188
59,190,433.15,10,0,4,150,40,3.375,11.932,8764.212122,9.078431904,679.6215016,6.521536028,999.7163773,6.907471616,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.18739524
60,59.83566021,448.15,20,0.101958625,0.5,14.83566021,45,3.333333333,17.38636364,2396.535708,7.781779519,215.9885021,5.375225175,343.5333116,5.839284084,2.879853118,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246780672
61,19,448.15,10,0.076468969,1,7,12,12.5,18.75,1130.772054,7.030655912,101.9111717,4.624101568,162.0914167,5.088160477,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.61086893
62,119.8683375,418.15,8,0,5,99.8683375,20,6,16.70454545,2110.542181,7.654700151,129.5045417,4.863715951,175.1991441,5.165923293,4.144342105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.5367221
63,35,460.15,4,0.555370432,20,30,5,32.4,19.33,10932.57853,9.299502466,1051.977816,6.958427306,1774.57754,7.481317668,4.041182796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.56285566
64,0.530730984,473.15,40,0,5,0.530730984,0,0,23.78409091,466.9214347,6.146161009,45.86512593,3.825705045,82.18410716,4.40896194,3.508,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.731745766
65,72.83286119,448.15,20,0.101958625,0.5,27.83286119,45,3.333333333,16.99431818,4496.088801,8.410963143,405.2113565,6.004408799,644.4954146,6.468467708,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.03302232
66,289.9878286,373.65,8,0.305903946,8,280.5503286,9.4375,8,18.86363636,290.2235356,5.670651439,4.924389734,1.594200355,4.995111273,1.608459689,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.84560044
67,24.14925373,425.15,6,0,5,20.14925373,4,31.75,15.1,684.4331523,6.528590981,47.36263502,3.857833627,66.67628792,4.199849386,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.123450304
68,60,453.15,19,0,0.42,60,0,0,12.95454545,13603.37735,9.518073376,1267.066787,7.144459892,2066.084544,7.63341057,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55.25641026
69,134.5692356,408.15,8,0.203935964,8,120.8192356,13.75,8,18.86363636,1296.180139,7.167176864,64.6538782,4.169048091,82.43561691,4.412017588,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.367022
70,19,468.15,10,0.076468969,1,7,12,14.16666667,18.75,4387.821385,8.386588115,430.1482582,6.064129936,753.3769451,6.624565694,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.319516
71,68.14019738,388.15,8,0.101967982,8,56.89019738,11.25,8,18.86363636,157.2870061,5.058072201,4.521457476,1.508834392,5.074212024,1.624171247,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.91555696
72,30,453.15,10,1.665223473,0.84,30,0,0,19.96590909,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.75
73,16.65009343,513.15,40,0,0.425,11.42367067,5.226422764,41.13712375,20.9,151329.219,11.927213,11891.23428,9.383556793,25169.10768,10.13337264,3.508,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.153773795
74,8,448.15,9,0.152937938,0.84,4,4,75,16.59090909,646.1554593,6.471040124,58.23495525,4.06448578,92.62366671,4.528544689,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.64092617
75,255.375,373.525,10,1.325462127,0.5,180,75.375,1,19.77272727,184.6349403,5.21838058,3.117011804,1.136874788,3.158915102,1.150228646,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.24137931
76,59.20405132,433.15,6,0,5,59.20405132,0,0,15.1,3459.179095,8.148786584,268.2423084,5.591890708,394.5817314,5.977826296,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.58614639
77,90,403.15,5,0.119543304,4,90,0,0,16.375,687.9443688,6.533707975,30.43340222,3.415540762,37.62953717,3.627789305,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.38167939
78,48.48484848,483.15,8,0,8,0,48.48484848,3.3,19.886,0,0,0,0,0,0,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.09665091
79,174.9006618,388.15,8,0.305903946,8,163.6506618,11.25,8,18.86363636,452.4526865,6.114683198,13.00645001,2.565445389,14.59650685,2.680782243,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.84111799
80,90,403.15,5,0.405231539,4,90,0,0,16.375,687.9443688,6.533707975,30.43340222,3.415540762,37.62953717,3.627789305,3.27606383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.67938931
81,75,413.15,20,0,1.625,74.65393519,0.346064815,28.89632107,18.6,1124.088366,7.024727645,62.52253339,4.135527026,82.14400763,4.408473898,3.248888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.322580645
82,9.4375,373.65,8,0.407871928,8,0,9.4375,8,18.86363636,0,0,0,0,0,0,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.51815327
83,135.375,373.525,10,1.325462127,0.5,60,75.375,1,19.77272727,61.54498009,4.119768291,1.039003935,0.038262499,1.052971701,0.051616358,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.51034483
85,55.6438238,388.15,8,0.101967982,8,44.3938238,11.25,8,18.86363636,122.737694,4.810049509,3.528284235,1.2608117,3.959621954,1.376148555,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.93929057
86,65,403.15,10,1.019586252,0.5,30,35,3,19.77272727,229.3147896,5.435095687,10.14446741,2.316928474,12.54317906,2.529177016,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71.81609195
87,42.85714286,493.15,15,0,0.59,15,27.85714286,7,15,51207.60942,10.84364342,4731.757532,8.462051984,9246.180286,9.131965803,2.573478261,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.2
88,170,433.15,4,0,5,120,50,2.7,17.6,7011.369698,8.855288353,543.6972013,6.298392477,799.7731019,6.684328065,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.04545455
89,140,423.15,4,0,5,90,50,2.5,17.6,2669.483211,7.889640179,178.8487322,5.186540377,248.9660887,5.517316697,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.18181818
90,112.3583633,448.15,6,0,5,88.92086331,23.4375,6.4,15.02,14364.17532,9.572492561,1294.575624,7.165938217,2059.044102,7.629997126,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.61352052
91,90,443.15,4,0.030199517,0.42,90,0,0,25.02272727,10358.60011,9.245572382,895.7706838,6.797684447,1388.931305,7.236289885,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.9729337
92,60,463.15,6,0,0.42,60,0,0,24.88636364,26796.84612,10.19603948,2602.47131,7.864216776,4453.023841,8.401338659,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.976499699
93,30,443.15,4,0.091201084,0.42,30,0,0,25.02272727,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,3.439166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.45576748
94,270,388.15,10,1.019586252,0.5,240,30,3,19.77272727,663.539295,6.497588076,19.07446,2.948350267,21.40633961,3.063687122,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.2183908
95,43.52334235,388.15,8,0.407871928,8,32.27334235,11.25,8,18.86363636,89.22762848,4.491190728,2.564985741,0.941952919,2.878558862,1.057289774,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.04439367
96,61.875,433.15,8,0,8,45,16.875,8,18.86363636,2629.263637,7.8744591,203.8864505,5.317563224,299.9149132,5.703498812,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.44626506
97,216.4597429,388.15,8,0.407871928,8,205.2097429,11.25,8,18.86363636,567.3530339,6.340981745,16.30943763,2.791743936,18.30328937,2.90708079,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.46689919
98,19.9642353,463.15,6,0,0.42,19.9642353,0,0,24.88636364,8916.30902,9.095637353,865.9391599,6.763814652,1481.686929,7.300936535,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.190841244
99,8,453.15,1.53164557,0.050653942,6,7.5,0.5,310,17.04545455,1700.422169,7.438631834,158.3833484,5.06501835,258.260568,5.553969029,2.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.94147334
100,102.8966006,448.15,20,0.101958625,0.5,57.89660057,45,3.333333333,16.99431818,9352.551132,9.143404433,842.9014858,6.73685009,1340.648859,7.200908999,3.695454545,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.79166846
101,199.798786,433.15,6,0,5,178.705036,21.09375,6.4,15.02,10441.39228,9.253533213,809.678566,6.696637337,1191.029008,7.082572925,4.269325153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71.25768211
102,43.75,448.15,6,0,8,25,18.75,8,18.86363636,4038.47162,8.303621588,363.9684703,5.897067244,578.8979169,6.361126153,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.72674699
103,150,413.15,8,0,4,120,30,3.833333333,11.932,1806.87868,7.49935615,100.4997793,4.610155531,132.0396693,4.883102403,2.128411429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.02983574
104,17,458.15,10,0.076468969,1,5,12,13.33333333,18.75,1591.050513,7.372149777,151.9207802,5.023359202,253.8283725,5.53665834,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.064067
105,22,375.2775227,4,0,3,0,22,1.319076133,19.9,0,0,0,0,0,0,2.879853118,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38397007
106,360,433.15,4.76,0,5,182.8125,177.1875,0.761904762,21.59,10681.38352,9.276257648,828.2887051,6.719361771,1218.404335,7.105297359,3.695454545,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.57074359
107,60,413.15,4,0,4,30,30,2,19.48,451.7196701,6.113061788,25.12494481,3.22386117,33.00991733,3.496808042,4.041182796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.96938585
108,17,448.15,10,0.076468969,1,7,12,12.5,18.75,1130.772054,7.030655912,101.9111717,4.624101568,162.0914167,5.088160477,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.41985681
110,137.8788097,398.15,8,0.203935964,8,125.3788097,12.5,8,18.86363636,682.8361182,6.526254887,26.48345967,3.276520375,31.73043679,3.457276371,2.128411429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.46704534
