TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,logP,H,logH,Acetyl,acetic,fenton,formic,none,oxalic,sulfuric,acacia,aspen,beech,birch,eucalyptus,maple,mixed,oak,paulownia,poplar,salix,vine,Yield
85.32386437,398.15,8,0.305903946,8,72.82386437,12.5,8,18.86363636,396.6121944,5.982958963,15.38240696,2.733224451,18.43001246,2.913980448,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.97546981
19.60018775,408.15,8,0.407871928,8,5.850187746,13.75,8,18.86363636,62.7623336,4.13935511,3.130605191,1.141226338,3.991614693,1.384195834,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,77.73456723
239.9772785,418.15,8,0,5,219.9772785,20,6,16.70454545,4648.834021,8.444371719,285.2561416,5.653387519,385.9064031,5.955594861,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.555422906
427.8648737,373.65,8,0.101967982,8,418.4273737,9.4375,8,18.86363636,432.8544985,6.07040164,7.344491356,1.993950557,7.449969143,2.008209891,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,77.81186371
200.1729593,428.15,8,0,5,180.1729593,20,6.5,17.84090909,7500.544028,8.922730834,543.2368352,6.297545386,777.6086825,6.656223419,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.9477932
98.44316984,408.15,8,0.203935964,8,84.69316984,13.75,8,18.86363636,908.6103232,6.811916315,45.32177233,3.813787542,57.78660717,4.056757039,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,71.25465686
34.10752688,433.15,6,0,5,30.10752688,4,33.75,15.1,1759.125014,7.472571813,136.4114842,4.915675937,200.659918,5.301611525,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.780995611
90,443.15,5,0,3,60,30,4.833333333,16.93181818,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.44295302
34.39519312,373.65,8,0.407871928,8,24.95769312,9.4375,8,18.86363636,25.81821941,3.251080421,0.438072585,-0.825370662,0.444363957,-0.811111329,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,46.20296041
40.37203645,428.15,8,0,5,15.37203645,25,5.2,16.70454545,639.9330765,6.461363603,46.34800062,3.836178155,66.3441898,4.194856188,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.144646579
8,433.15,9,0.152937938,0.84,4,4,67.5,16.59090909,233.7123233,5.454090971,18.12324004,2.897195095,26.6591034,3.283130683,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.127469183
35.57482993,398.15,8,0.407871928,8,23.07482993,12.5,8,18.86363636,125.6697789,4.833657664,4.874039954,1.583923152,5.839698384,1.764679149,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.31351217
175.6486812,398.15,8,0.305903946,8,163.1486812,12.5,8,18.86363636,888.5378031,6.789577194,34.46149734,3.539842682,41.2891056,3.720598678,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,69.90090545
8.684398751,513.15,40,0,0.425,3.457975986,5.226422764,41.13712375,20.9,45807.7636,10.73220887,3599.508755,8.188552658,7618.756921,8.938368502,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.75823832
28.96630237,398.15,8,0.101967982,8,16.46630237,12.5,8,18.86363636,89.67851916,4.496231266,3.478136821,1.246496754,4.167235018,1.427252751,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,51.36409705
3.033333333,463.15,3.9,0.0815669,0.38,2.7,0.333333,8.25,21.93181818,1205.858075,7.094946688,117.111209,4.763123987,200.3860728,5.30024587,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,61.0984456
17.62913279,493.15,40,0,0.425,12.88888889,4.740243902,41.13712375,20.9,44000.61254,10.69195883,4065.806472,8.310367396,7944.866023,8.980281216,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.70127403
13.24218393,398.15,8,0.203935964,8,0.742183929,12.5,8,18.86363636,4.042070538,1.39675707,0.156769698,-1.852977442,0.187829349,-1.672221445,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24.82910443
11.25,388.15,8,0.407871928,8,0,11.25,8,18.86363636,0,0,0,0,0,0,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25.03260974
334.0932136,373.65,8,0.407871928,8,324.6557136,9.4375,8,18.86363636,335.8496478,5.816663583,5.698554234,1.7402125,5.780393923,1.754471833,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.15722771
195.8849339,398.15,8,0.101967982,8,183.3849339,12.5,8,18.86363636,998.7481668,6.906502662,38.73595156,3.65676815,46.41042665,3.837524146,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,77.16427829
189.3506712,398.15,8,0.203935964,8,176.8506712,12.5,8,18.86363636,963.1613672,6.870220965,37.35573522,3.620486453,44.75675798,3.80124245,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,73.29092152
45,443.15,8,0.254896563,8,45,0,0,19.43,5179.300055,8.552425202,447.8853419,6.104537266,694.4656526,6.543142705,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25.32400693
60,443.15,8,0.101958625,8,60,0,0,19.43,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31.64038741
40.69047619,398.15,8,0.407871928,8,28.19047619,12.5,8,18.86363636,153.5305318,5.033899451,5.954605415,1.784164939,7.134348497,1.964920936,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.28194178
71.57267952,408.15,8,0.407871928,8,57.82267952,13.75,8,18.86363636,620.336724,6.430262434,30.94259338,3.432133661,39.4527265,3.675103158,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,69.49156609
34.29750429,388.15,8,0.305903946,8,23.04750429,11.25,8,18.86363636,63.72051978,4.154506642,1.831744577,0.605268834,2.055677933,0.720605688,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,70.8430312
93.89247312,433.15,6,0,5,89.89247312,4,33.75,15.1,5252.244684,8.566410823,407.2857171,6.009514947,599.1131838,6.395450535,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.049026464
179.9002832,418.15,8,0,5,159.9002832,20,6,17.84090909,3379.212079,8.125397849,207.3511326,5.334413649,280.5132584,5.636620991,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.674362304
47.81928405,373.65,8,0.305903946,8,38.38178405,9.4375,8,18.86363636,39.70516494,3.681481278,0.673700381,-0.394969805,0.683375718,-0.380710472,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,47.53835036
0,313.1699601,4,0,3,0,0,0,19.9,0,0,0,0,0,0,2.529022005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.224900728
62.92674901,388.15,8,0.101967982,8,51.67674901,11.25,8,18.86363636,142.87314,4.961957104,4.107108674,1.412719295,4.609208497,1.52805615,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,61.22167877
449.4122959,373.65,8,0.407871928,8,439.9747959,9.4375,8,18.86363636,455.1448629,6.120615748,7.722704795,2.044164665,7.833614288,2.058423998,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.58206436
80.14334868,428.15,8,0,5,60.14334868,20,6.5,17.84090909,2503.748823,7.825544417,181.3373245,5.200358968,259.5727478,5.559037002,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.430003604
140,438.15,4,0,5,90,50,2.8,17.6,7380.445867,8.906589331,607.096495,6.408687749,917.1387653,6.821258786,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.77272727
24.14925373,425.15,6,0,5,20.14925373,4,31.75,15.1,684.4331523,6.528590981,47.36263502,3.857833627,66.67628792,4.199849386,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.270998122
74.5345039,388.15,8,0.203935964,8,63.2845039,11.25,8,18.86363636,174.9656463,5.164589648,5.029657242,1.615351839,5.644539927,1.730688693,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.22365066
174.9006618,388.15,8,0.305903946,8,163.6506618,11.25,8,18.86363636,452.4526865,6.114683198,13.00645001,2.565445389,14.59650685,2.680782243,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.84111801
97.77282429,408.15,8,0.305903946,8,84.02282429,13.75,8,18.86363636,901.418682,6.803969836,44.96305098,3.805841063,57.32922678,4.04881056,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,65.12387087
16.56621287,373.65,8,0.203935964,8,7.128712871,9.4375,8,18.86363636,7.374506614,1.998029,0.125127497,-2.078422083,0.126924514,-2.06416275,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19.17658492
32.14999678,388.15,8,0.101967982,8,20.89999678,11.25,8,18.86363636,57.7832047,4.056698157,1.661067302,0.507460349,1.86413512,0.622797203,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,39.40646362
85.83329407,408.15,8,0.407871928,8,72.08329407,13.75,8,18.86363636,773.3283008,6.650703668,38.57386197,3.652574896,49.18282083,3.895544392,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,68.05483848
157.7246848,373.65,8,0.305903946,8,148.2871848,9.4375,8,18.86363636,153.400038,5.033049137,2.602826717,0.956598053,2.640207168,0.970857387,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.13932422
139.8319218,418.15,8,0,5,119.8319218,20,6,16.70454545,2532.437527,7.836937567,155.3923747,5.045953368,210.221284,5.348160709,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.482155266
100,423.15,5,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,1.595878788,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.20959147
49.58950329,408.15,8,0.305903946,8,35.83950329,13.75,8,18.86363636,384.4954998,5.951932085,19.178758,2.953803312,24.45348665,3.196772809,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,74.85225056
100,433.15,6,0,4,60,40,3.375,11.932,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.87864566
280.6526215,373.65,8,0.203935964,8,271.2151215,9.4375,8,18.86363636,280.5664562,5.636810617,4.76053251,1.560359534,4.828900816,1.574618867,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,81.98472168
7,433.15,9,0.152937938,0.84,3,4,67.5,16.59090909,175.2842424,5.166408899,13.59243003,2.609513023,19.99432755,2.995448611,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.443561909
71.97575383,373.65,8,0.203935964,8,62.53825383,9.4375,8,18.86363636,64.6945353,4.169676736,1.097709408,0.093225652,1.113474143,0.107484986,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,45.86940432
45.80117592,408.15,8,0.101967982,8,32.05117592,13.75,8,18.86363636,343.8533398,5.840215229,17.15151411,2.842086456,21.86869042,3.085055953,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.91222602
25.29579946,493.15,40,0,0.425,20.55555556,4.740243902,41.13712375,20.9,70173.39068,11.15872447,6484.260322,8.77713303,12670.6915,9.44704685,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.61560023
10.03333333,443.15,3.9,0.0815669,0.38,9.7,0.333333,7.25,21.93181818,1116.426901,7.017888597,96.5441737,4.570000662,149.6959296,5.0086061,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.92227979
105,433.15,8,0,2,75,30,2,19.48,4382.106061,8.385284724,339.8107508,5.828388847,499.8581887,6.214324436,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.465979092
90,443.15,4.5,0.21725,4,90,0,0,17.2386,10358.60011,9.245572382,895.7706838,6.797684447,1388.931305,7.236289885,3.71375,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.62305445
90,413.15,8,0,4,60,30,3.833333333,11.932,903.4393401,6.806208969,50.24988963,3.91700835,66.01983466,4.189955222,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.26818639
110,433.15,4,0,5,60,50,2.7,17.6,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.13636364
2.033333333,463.15,5,0.0815669,0.38,1.7,0.333333,8.25,22.38636364,759.2439734,6.632323166,73.73668712,4.300500465,126.1690088,4.837622348,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,58.51776649
19.13738551,433.15,6,0,5,15.13738551,4,33.75,14.7,884.4483841,6.784964156,68.58461782,4.22806828,100.8872814,4.614003868,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.010366216
80.71428571,443.15,15,0,0.59,60,20.71428571,7,16.03409,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,2.575238095,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.542169216
105.2951889,398.15,8,0.305903946,8,92.79518886,12.5,8,18.86363636,505.3797104,6.225310049,19.60090104,2.975575537,23.48428639,3.156331533,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,75.1596723
193.4939136,453.15,40,0,0.425,189.7260274,3.767886179,41.13712375,20.9,43015.24574,10.66930988,4006.592467,8.2956964,6533.16688,8.784647079,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.02895123
12.94964029,433.15,9,0.101958625,0.84,8,0,0,16.59,467.4246465,6.147238152,36.24648009,3.590342276,53.31820679,3.976277864,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,80.26143152
184,425.15,6,0,5,180,4,31.75,15.1,6114.269494,8.71838058,423.1062062,6.047623226,595.6415054,6.389638985,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.71789096
12.9010989,440.15,6,0,5,8.901098901,4,35.5,15.1,835.9322946,6.728547623,70.22553823,4.251712037,107.2076721,4.674767814,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.259706531
147.9013605,398.15,8,0.407871928,8,135.4013605,12.5,8,18.86363636,737.4207782,6.603158663,28.6004986,3.353424151,34.26690939,3.534180148,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,70.54163128
90,433.15,4.5,0.664240435,4,90,0,0,17.2386,5258.527273,8.56760628,407.772901,6.010710404,599.8298264,6.396645992,3.71375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.828360684
66,393.15,5,0.1,3,36,30,3.166666667,16.93181818,139.6935566,4.939451142,4.693509552,1.546180608,5.444702006,1.694643027,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.906040269
100,423.15,35,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,1.595878788,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.185532044
70,433.15,8,0,2,40,30,2,19.48,2337.123233,7.756676064,181.2324004,5.199780188,266.591034,5.585715776,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.913384357
289.9878286,373.65,8,0.305903946,8,280.5503286,9.4375,8,18.86363636,290.2235356,5.670651439,4.924389734,1.594200355,4.995111273,1.608459689,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.27619258
155.0667817,373.65,8,0.101967982,8,145.6292817,9.4375,8,18.86363636,150.650492,5.014962531,2.556173587,0.938511448,2.59288403,0.952770781,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,52.60093566
41.28689462,398.15,8,0.203935964,8,28.78689462,12.5,8,18.86363636,156.7787365,5.05483549,6.080585422,1.805100978,7.285288016,1.985856974,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.80619569
585,413.15,5.666666667,0,2,570,15,0,19.31818182,8582.673731,9.057500768,477.3739515,6.168300149,627.1884293,6.441247021,3.71375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.87998246
120,443.15,4,0.099913408,10.35,60,60,2.416666667,20.47,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,3.71375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.868099658
45,403.15,5,0,13.375,20,25,2,16.81818182,152.8765264,5.029630579,6.76297827,1.911463366,8.362119371,2.123711908,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.045667787
543.9426935,373.65,8,0.407871928,8,534.5051935,9.4375,8,18.86363636,552.9346119,6.315239752,9.381959737,2.238788668,9.516698591,2.253048002,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.14408229
4,463.15,1.53164557,0.101307885,6,3.5,0.5,330,17.04545455,1563.149357,7.354457884,151.8108264,5.022635183,259.759724,5.559757065,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49.26947643
99,433.15,5,0.2,3,69,30,4.5,16.93181818,4031.537576,8.301903115,312.6258908,5.745007238,459.8695336,6.130942827,1.595878788,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,70.2818792
64.10582011,448.15,6,0,5,60.10582011,4,37.5,15.1,9709.425949,9.18085244,875.0649361,6.774298096,1391.805362,7.238357005,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.53744269
133,413.15,5,0.02,3,103,30,3.833333333,16.93181818,1550.904201,7.346593395,86.26231053,4.457392776,113.3340495,4.730339648,1.595878788,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.590604027
94.22481266,433.15,6,0,5,90.22481266,4,33.75,14.7,5271.662646,8.570101084,408.7914844,6.013205208,601.3281524,6.399140796,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.5116138
22.28423683,408.15,8,0.305903946,8,8.534236828,13.75,8,18.86363636,91.55750927,4.516967291,4.566917725,1.518838519,5.822955877,1.761808015,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.40638641
82.64871303,398.15,8,0.101967982,8,70.14871303,12.5,8,18.86363636,382.0428269,5.945532715,14.81734128,2.695798203,17.75299438,2.876554199,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.58187067
240.1533111,438.15,8,0,5,219.1533111,21,6.666666667,17.84090909,17971.65722,9.796551197,1478.302301,7.298649614,2233.266635,7.711220651,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.78780079
20.9352518,433.15,9,0.101958625,0.84,10,0,0,16.59,584.2808082,6.370381703,45.30810011,3.813485827,66.64775849,4.199421415,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,84.22972807
43.93939394,468.15,8,0,8,0,43.93939394,3.3,19.886,0,0,0,0,0,0,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.614804385
119.9191171,463.15,6,0,0.42,119.9191171,0,0,24.88636364,53557.56881,10.88851241,5201.434364,8.556689706,8900.044793,9.093811589,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.368554287
41.19267552,373.65,8,0.203935964,8,31.75517552,9.4375,8,18.86363636,32.85007492,3.491954026,0.557386124,-0.584497058,0.565391015,-0.570237724,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31.79206618
32,385.1537702,4,0,3,0,32,0.98762475,19.9,0,0,0,0,0,0,2.529022005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.148610183
60,433.15,4,0.611751751,3,60,0,0,12.95,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,3.71375,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.494208494
45,423.15,8,0.101958625,8,45,0,0,19.43,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14.38731109
40,443.15,10,1.748484647,0.178,10,30,4.833333333,19.77272727,1150.955568,7.048347805,99.53007598,4.60045987,154.3257006,5.039065308,5.479512195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.592260347
190.3128848,373.65,8,0.101967982,8,180.8753848,9.4375,8,18.86363636,187.1118596,5.231706618,3.174834592,1.155255534,3.220429925,1.169514868,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,58.79510332
25.2,473.15,5.666666667,0,2,10.2,15,4,19.31818182,8973.658552,9.102048737,881.4715902,6.781592772,1579.477962,7.364849668,3.71375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.14665021
9.4375,373.65,8,0.305903946,8,0,9.4375,8,18.86363636,0,0,0,0,0,0,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.48771875
5.033333333,443.15,3.9,0.1631338,0.38,4.7,0.333333,7.25,21.93181818,540.9491169,6.293325221,46.77913571,3.845437285,72.53307927,4.284042724,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69.76165804
11.46919692,388.15,8,0.101967982,8,0.219196923,11.25,8,18.86363636,0.606024048,-0.50083561,0.017421096,-4.050073419,0.019550849,-3.934736565,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21.53332572
180,443.15,4,0.099913408,10.35,120,60,2.416666667,20.47,13811.46681,9.533254455,1194.360912,7.085366519,1851.908407,7.523971958,3.71375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.68734734
100,423.15,50,0,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.242208946
11.1957672,448.15,6,0,5,7.195767196,4,37.5,15.1,1162.396064,7.058238726,104.7612952,4.651684383,166.6245856,5.115743292,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.764136525
59.87793727,463.15,6,0,0.42,59.87793727,0,0,24.88636364,26742.33118,10.19400303,2597.176897,7.862180325,4443.964703,8.399302208,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.953813247
88.97842748,373.65,8,0.305903946,8,79.54092748,9.4375,8,18.86363636,82.28345094,4.410170005,1.396150661,0.333718922,1.416201455,0.347978255,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,67.71373474
50,453.15,8,0,8,45,5,31,16.89772727,10202.53302,9.230391303,950.3000905,6.856777819,1549.563408,7.345728498,2.529022005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.521856087
29.02877698,433.15,9,0.101958625,0.84,0,0,0,16.59,0,0,0,0,0,0,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,81.55444459
34.74758494,388.15,8,0.203935964,8,23.49758494,11.25,8,18.86363636,64.96487893,4.1738468,1.8675156,0.624608991,2.095822013,0.739945845,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,58.5548629
136.0702481,373.65,8,0.407871928,8,126.6327481,9.4375,8,18.86363636,130.9989693,4.875189455,2.222734893,0.798738372,2.254656662,0.812997705,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.36018794
90,433.15,8,0,2,60,30,2,19.48,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.675098004
47.16195818,398.15,8,0.101967982,8,34.66195818,12.5,8,18.86363636,188.7754161,5.240558034,7.321560746,1.990823522,8.772128842,2.171579518,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,70.57247374
96.26228414,398.15,8,0.305903946,8,83.76228414,12.5,8,18.86363636,456.1848456,6.12289809,17.69290264,2.873163579,21.19827001,3.053919575,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,75.65264347
80,453.15,8,0,8,75,5,31,16.89772727,17004.22169,9.741216927,1583.833484,7.367603443,2582.60568,7.856554122,2.529022005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.468728986
93.23741007,433.15,9,0.101958625,0.84,8,0,0,16.59,467.4246465,6.147238152,36.24648009,3.590342276,53.31820679,3.976277864,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28.01414462
2.533333333,443.15,3.9,0.1631338,0.38,2.2,0.333333,7.25,21.93181818,253.2102249,5.534220072,21.89661671,3.086332137,33.95165413,3.524937575,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,61.55440416
15.06925604,453.15,40,0,0.425,11.30136986,3.767886179,41.13712375,20.9,2562.279981,7.848652759,238.6598401,5.475039275,389.15976,5.963989953,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.491762163
1.003333333,463.15,5,0.0815669,0.38,0.67,0.333333,8.25,22.38636364,299.2314483,5.701217349,29.06092963,3.369394648,49.72543289,3.90651653,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,38.86294416
100.2635545,418.15,8,0,5,80.2635545,20,6,16.70454545,1696.229472,7.436163109,104.0819853,4.645178909,140.8064498,4.947386251,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.241077631
91.72571294,408.15,8,0.101967982,8,77.97571294,13.75,8,18.86363636,836.5437009,6.729278762,41.72706625,3.731149989,53.20325005,3.974119486,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.0018636
60,463.15,6,0,0.42,60,0,0,24.88636364,26796.84612,10.19603948,2602.47131,7.864216776,4453.023841,8.401338659,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.487111792
90,433.15,4.5,0.21725,4,90,0,0,17.2386,5258.527273,8.56760628,407.772901,6.010710404,599.8298264,6.396645992,3.71375,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.06460642
