,dropped,testMean,testStd,trainMean,trainStd
0,0.1,5.880174171386118,0.5816982136346139,1.3574183810110896,0.13464331683062364
1,0.25,5.753274526205388,0.48745181202031784,1.3455813554186775,0.14714016059911456
2,0.5,5.980752263765907,0.5687334939361616,1.399894337278834,0.2511503884058274
3,0.75,5.877783027803978,0.6307634937548882,1.360935215855516,0.09058552663058587
4,1.0,5.91969658269228,0.542448871850254,1.3907393585323662,0.11576251214107201
